7	73	55	8500.00	2000.00	840.00	8410.00	19750.00	655.000	30.15	2025-11-12 06:47:52.498413
9	54	63	8500.00	2000.00	0.00	8200.00	18700.00	766.000	24.41	2025-11-12 09:42:56.201756
11	75	58	8500.00	2000.00	0.00	8410.00	18910.00	642.000	29.45	2025-11-13 09:11:35.192815
13	66	65	8500.00	2000.00	0.00	7400.00	17900.00	607.000	29.49	2025-11-18 09:58:01.417157
14	100	65	8500.00	2000.00	0.00	7400.00	17900.00	644.000	27.80	2025-11-19 06:46:12.598344
15	88	66	8500.00	2000.00	0.00	8935.00	19435.00	680.000	28.58	2025-11-19 06:47:13.885816
16	134	64	8500.00	2000.00	0.00	7400.00	17900.00	646.000	27.71	2025-11-20 10:16:44.613017
18	55	77	8500.00	2000.00	0.00	8200.00	18700.00	673.000	27.79	2025-11-20 12:33:23.096654
20	65	76	8500.00	2000.00	0.00	7400.00	17900.00	639.000	28.01	2025-11-22 07:36:47.922242
21	72	66	8500.00	2000.00	0.00	8200.00	18700.00	655.000	28.55	2025-11-22 07:37:28.322303
22	78	67	8500.00	2000.00	0.00	8000.00	18500.00	654.000	28.29	2025-11-22 07:38:00.322011
24	67	67	8500.00	3000.00	0.00	7400.00	18900.00	616.000	30.68	2025-11-25 00:00:00
25	99	76	8500.00	3000.00	0.00	8200.00	19700.00	686.000	28.72	2025-11-26 00:00:00
26	82	82	8500.00	3000.00	0.00	8410.00	19910.00	660.000	30.17	2025-11-27 00:00:00
27	94	85	8500.00	3000.00	0.00	8200.00	19700.00	647.000	30.45	2025-11-29 00:00:00
28	57	82	8500.00	3000.00	0.00	7400.00	18900.00	645.000	29.30	2025-11-29 00:00:00
31	95	84	8500.00	3000.00	0.00	8200.00	19700.00	643.000	30.64	2025-12-02 00:00:00
32	84	83	8500.00	3000.00	0.00	8200.00	19700.00	829.000	23.76	2025-12-02 00:00:00
33	68	82	8500.00	3000.00	0.00	7400.00	18900.00	651.000	29.03	2025-12-02 00:00:00
35	87	84	8500.00	3000.00	0.00	8000.00	19500.00	634.000	30.76	2025-12-03 00:00:00
41	80	82	8500.00	3000.00	0.00	8000.00	22160.00	648.000	34.20	2025-12-04 00:00:00
42	97	82	8500.00	3000.00	0.00	8200.00	22360.00	653.000	34.24	2025-12-06 00:00:00
43	56	83	8500.00	3000.00	0.00	8000.00	21280.00	819.000	25.98	2025-12-06 00:00:00
44	23	84	8500.00	3000.00	0.00	8410.00	22570.00	648.000	34.83	2025-12-06 00:00:00
47	63	85	8500.00	3000.00	0.00	8000.00	23125.00	590.000	39.19	2025-12-08 00:00:00
48	172	71	0.00	0.00	0.00	0.00	0.00	606.000	0.00	2025-12-08 00:00:00
49	79	82	8500.00	3000.00	0.00	8000.00	22160.00	650.000	34.09	2025-12-09 00:00:00
50	71	83	8500.00	3000.00	0.00	8210.00	21490.00	820.000	26.21	2025-12-10 00:00:00
53	74	84	8500.00	3000.00	0.00	8210.00	22370.00	606.000	36.91	2025-12-11 00:00:00
54	25	82	8500.00	3000.00	0.00	8010.00	22170.00	649.000	34.16	2025-12-11 00:00:00
56	93	82	8500.00	3000.00	0.00	8200.00	22360.00	662.000	33.78	2025-12-13 00:00:00
57	22	82	8500.00	3000.00	0.00	8410.00	22570.00	635.000	35.54	2025-12-15 00:00:00
58	92	100	8500.00	3000.00	0.00	8200.00	25605.00	684.000	37.43	2025-12-16 00:00:00
63	158	82	8500.00	3000.00	0.00	8410.00	22570.00	635.000	35.54	2025-12-17 00:00:00
65	186	87	0.00	0.00	0.00	0.00	0.00	51.000	0.00	2025-12-18 00:00:00
66	24	103	8500.00	3000.00	0.00	8410.00	19570.00	622.000	31.46	2025-12-18 00:00:00
67	20	100	8500.00	3000.00	0.00	8410.00	19510.00	634.000	30.77	2025-12-19 00:00:00
69	77	100	8500.00	3000.00	0.00	8210.00	19310.00	624.000	30.95	2025-12-20 00:00:00
72	98	82	8500.00	3000.00	0.00	8800.00	19960.00	648.000	30.80	2025-12-20 00:00:00
74	91	82	8500.00	3000.00	0.00	8000.00	19160.00	648.000	29.57	2025-12-22 00:00:00
75	30	102	8500.00	3000.00	0.00	8000.00	19130.00	888.000	21.54	2025-12-23 00:00:00
76	157	100	8500.00	3000.00	0.00	8210.00	22515.00	688.000	32.73	2025-12-23 00:00:00
77	86	100	8500.00	3000.00	0.00	8200.00	20300.00	610.000	33.28	2025-12-23 00:00:00
78	26	82	8500.00	3000.00	0.00	8410.00	19570.00	647.000	30.25	2025-12-23 00:00:00
79	159	82	8500.00	3000.00	0.00	8000.00	19110.00	636.000	30.05	2025-12-23 00:00:00
80	28	103	8500.00	3000.00	0.00	8410.00	19570.00	672.000	29.12	2025-12-24 00:00:00
87	58	100	8500.00	3000.00	0.00	8200.00	20325.00	601.000	33.82	2025-12-24 00:00:00
88	96	100	8500.00	3000.00	0.00	8200.00	19360.00	639.000	30.30	2025-12-24 00:00:00
90	103	82	8500.00	3000.00	0.00	8210.00	19370.00	655.000	29.57	2025-12-27 00:00:00
91	33	112	8500.00	3000.00	0.00	8200.00	19310.00	640.000	30.17	2025-12-27 00:00:00
92	34	102	8500.00	3000.00	0.00	8210.00	18845.00	787.000	23.95	2025-12-27 00:00:00
95	29	112	8500.00	3000.00	0.00	8410.00	22815.00	684.000	33.36	2025-12-29 00:00:00
96	42	82	8500.00	3000.00	0.00	8210.00	19320.00	652.000	29.63	2025-12-29 00:00:00
98	31	103	8500.00	3000.00	0.00	8200.00	19360.00	652.000	29.69	2025-12-31 00:00:00
99	83	112	8500.00	3000.00	0.00	8210.00	22615.00	682.000	33.16	2025-12-31 00:00:00
105	215	120	16100.00	3000.00	0.00	407.50	24476.50	652.000	37.54	2026-01-03 00:00:00
106	214	122	16100.00	3000.00	0.00	407.50	24396.50	646.000	37.77	2026-01-03 00:00:00
107	219	120	16100.00	3000.00	0.00	407.50	24476.50	665.000	36.81	2026-01-08 00:00:00
108	212	113	21930.00	0.00	0.00	0.00	25585.00	618.000	41.40	2026-01-08 00:00:00
109	81	135	8500.00	3000.00	0.00	8210.00	22370.00	634.000	35.28	2026-01-03 00:00:00
110	32	134	8500.00	3000.00	0.00	8200.00	22310.00	642.000	34.75	2026-01-03 00:00:00
111	38	135	8500.00	3000.00	0.00	8200.00	22300.00	645.000	34.57	2026-01-06 00:00:00
112	43	136	8500.00	3000.00	0.00	8200.00	22350.00	672.000	33.26	2026-01-07 00:00:00
113	49	137	8500.00	3000.00	0.00	8200.00	22360.00	610.000	36.66	2026-01-08 00:00:00
114	45	134	8500.00	3000.00	0.00	8410.00	22520.00	640.000	35.19	2026-01-08 00:00:00
115	27	134	8500.00	3000.00	0.00	8710.00	22870.00	649.000	35.24	2026-01-10 00:00:00
116	217	120	16450.00	3000.00	0.00	400.00	25650.00	653.000	39.28	2026-01-10 00:00:00
117	218	122	16100.00	3000.00	0.00	402.50	24467.50	608.000	40.24	2026-01-12 00:00:00
118	44	135	8500.00	3000.00	0.00	8200.00	25655.00	683.000	37.56	2026-01-13 00:00:00
119	113	134	8500.00	3000.00	0.00	8800.00	22840.00	631.000	36.20	2026-01-14 00:00:00
120	240	131	10500.00	3000.00	0.00	9300.00	23056.24	825.000	27.95	2026-01-15 00:00:00
\.


