376	8	HOUREN	House Rent	Indirect Expense	\N	\N	0.00	\N	t	2026-01-06 18:13:42.112338	\N
377	8	DGR	DGRK	Government Taxes	\N	\N	0.00	\N	t	2026-01-06 18:13:48.284778	\N
378	8	TRA	Transport	Indirect Expense	\N	\N	0.00	\N	t	2026-01-06 18:13:57.564144	\N
21	1	830DESCIMPRO	830 DES CIMITERES PROPERTY	Loans		\N	1519922.93	Dr	t	2025-11-04 10:47:39.986281	\N
351	7	SALES	Sales Revenue	Income	\N	\N	0.00	\N	t	2026-01-04 20:30:40.286733	\N
359	8	HUSSAA	HUSSEIN SAAD	Bank	\N	\N	22800.00	Dr	t	2026-01-04 22:26:59.282721	\N
366	8	SALES_REV	Sales Revenue	Income	Direct Income	\N	0.00	Cr	t	2026-01-05 00:53:56.442483	\N
367	8	COGS	Cost of Goods Sold	Expense	Direct Expense	\N	0.00	Dr	t	2026-01-05 00:53:56.444962	\N
373	8	SALES	Sales Revenue	Income	\N	\N	0.00	\N	t	2026-01-05 16:31:06.596748	\N
2	1	SALES	Sales Revenue	Income	\N	\N	0.00	\N	t	2025-11-01 08:46:34.495941	\N
4	1	OUT3CAS	OUTLET 3 CASH	Cash	\N	\N	0.00	\N	t	2025-11-01 15:56:59.336331	\N
23	1	TRA	TRANSPORTERS	Expense	\N	\N	0.00	\N	t	2025-11-04 10:49:25.881137	\N
30	1	GUAHAD	GUARANTEE HADI#1	Loans		27	11250.00	Dr	t	2025-11-04 10:54:43.187772	\N
31	1	GUAHAD#2	GUARANTEE HADI #2	Loans	Current Asset	27	7500.00	Dr	t	2025-11-04 10:55:13.48068	\N
32	1	GUAHMDL'SWAR2	GUARANTEE HMD L'SHI WAREHOUSE 2	Loans		\N	15000.00	Cr	t	2025-11-04 10:57:40.398606	\N
33	1	GUAHMDWARKIW	GUARANTEE HMD WAREHOUSE KIWELE	Loans		\N	8000.00	Cr	t	2025-11-04 10:58:04.672089	\N
39	1	DUT1	DUTIES	Expense	\N	\N	0.00	\N	t	2025-11-04 11:01:37.884696	\N
34	1	GUAKOLSHO#1	GUARANTEE KOLWEZI SHOP #1	Loans		27	18000.00	Dr	t	2025-11-04 10:58:43.812019	\N
35	1	GUAKOLSHO1-DEP	GUARANTEE KOLWEZI SHOP 1 - DEPOT	Loans		27	6000.00	Dr	t	2025-11-04 10:59:19.78323	\N
37	1	GUASTAHOU	GUARANTEE STAFF HOUSE	Loans		27	6000.00	Dr	t	2025-11-04 11:00:30.786987	\N
41	1	GUAKOLSHO3	GUARANTEE KOLWEZI SHOP 3	Loans		27	3000.00	Dr	t	2025-11-04 11:02:46.37894	\N
45	1	TONHOUGUA	TONTON HOUSE GUARANTEE	Loans		27	137.93	Dr	t	2025-11-04 11:05:27.281271	\N
387	1	SOFCOMACC	Sofibank Company Account	Bank	\N	\N	13.35	Cr	t	2026-01-07 10:26:56.986414	\N
49	1	140-LANHAR1	1403 - LAND HARIS	Asset		48	29493.00	Dr	t	2025-11-04 11:09:38.487038	\N
396	10	OUT2CAS	OUTLET 2 CASH	Cash	\N	\N	0.00	\N	t	2026-01-08 10:55:15.917422	\N
397	10	KOLCAS	KOLWEZI CASH	Cash	\N	\N	0.00	\N	t	2026-01-08 10:55:22.452472	\N
405	10	GC#STO	GC#1 STOCK	Asset	\N	\N	245509.00	Dr	t	2026-01-09 08:33:26.841351	\N
412	8	SHO#2REN	SHOP #2 RENT	Indirect Expense	\N	\N	0.00	\N	t	2026-01-13 15:34:19.205334	\N
418	10	FAR	Farhat	Loans	\N	\N	0.00	\N	t	2026-01-15 08:47:26.669683	\N
48	1	LAN	LANDS	Asset	\N	\N	0.00	\N	t	2025-11-04 11:09:06.692055	\N
379	8	ACCCAS	Access Cash	Income	Indirect Income	\N	0.00	\N	t	2026-01-06 18:14:38.086866	\N
29	1	GUAHOUGOL	GUARANTEE HOUSE GOLF	Loans		27	6000.00	Dr	t	2025-11-04 10:54:10.787038	\N
388	8	SHO#1REN	SHOP #1 RENT	Indirect Expense	\N	\N	0.00	\N	t	2026-01-07 18:57:52.967077	\N
398	10	SALES_REV	Sales Revenue	Income	Direct Income	\N	0.00	Cr	t	2026-01-08 10:55:47.064145	\N
399	10	COGS	Cost of Goods Sold	Expense	Direct Expense	\N	0.00	Dr	t	2026-01-08 10:55:47.06711	\N
406	10	GCPRO	GC PROFIT	Asset		\N	236580.68	Dr	t	2026-01-09 08:34:45.090439	\N
413	8	SHOEXP	Shop Expenses	Indirect Expense	\N	\N	0.00	\N	t	2026-01-13 15:35:15.299866	\N
419	10	HUSNAH	Hussein Nahli	Loans	\N	\N	0.00	\N	t	2026-01-15 08:47:35.454036	\N
360	8	GUAHOU	GUARANTEE HOUSE	Loans	\N	\N	7500.00	Dr	t	2026-01-04 22:27:23.827704	\N
352	8	CAS	CASH	Cash	\N	\N	1124.66	Cr	t	2026-01-04 20:37:24.489724	\N
361	8	GUASHO	GUARANTEE SHOP	Loans	\N	\N	26400.00	Dr	t	2026-01-04 22:27:38.054522	\N
368	8	SAD	SADAKA	Indirect Expense	\N	\N	0.00	\N	t	2026-01-05 01:03:35.521359	\N
353	7	PRODUCTION_ADJUSTMENT	Production Adjustment (Inventory Offset)	Liability	Liability	\N	0.00	Cr	t	2026-01-04 21:10:02.333288	\N
354	7	CONSUMPTION_EXPENSE	Consumption Expense (Stock Adjustment)	Indirect Expense	Indirect Expense	\N	0.00	Dr	t	2026-01-04 21:10:02.333288	\N
362	8	NEWDEPGUA	NEW DEPOT GUARANTEE	Loans	\N	\N	39600.00	Dr	t	2026-01-04 22:27:57.980117	\N
380	9	CAS	CASH	Cash	\N	\N	20000.00	Dr	t	2026-01-07 09:16:53.176106	\N
363	8	SAVKIN	SAVINGS KINSHASA	Loans	\N	\N	16000.00	Cr	t	2026-01-04 22:28:11.951082	\N
98	1	GUAHAD3	GUARANTEE HADI 3	Loans		27	6000.00	Dr	t	2025-11-10 09:12:03.986519	\N
95	1	HASSHA	Hassan Shaban	Loans	\N	\N	123950.00	Cr	t	2025-11-10 08:58:31.487905	\N
97	1	SHA	SHAMAS	Loans	\N	\N	470000.00	Cr	t	2025-11-10 09:10:13.883924	\N
44	1	TRH	TRH	Loans	\N	23	166530.00	Cr	t	2025-11-04 11:04:28.827533	\N
191	1	ACCCAS	Access Cash	Bank		\N	12.56	Dr	t	2025-11-11 13:32:37.414337	\N
107	1	CAL	CALLA	Asset		\N	300000.00	Dr	t	2025-11-10 09:20:30.929373	\N
108	1	KOLLANPOS	KOLWEZI LAND POST	Asset		\N	300000.00	Dr	t	2025-11-10 09:20:46.556759	\N
109	1	PLANUMS33	PLATE NUMBER S33383	Asset		\N	5000.00	Dr	t	2025-11-10 09:21:06.384003	\N
99	1	RANROV	RANGE ROVER	Asset		\N	28000.00	Dr	t	2025-11-10 09:15:15.495103	\N
100	1	RANROVLEB	RANGE ROVER LEBANON	Asset		\N	83000.00	Dr	t	2025-11-10 09:15:33.668284	\N
103	1	SAA&DAKKOL	SAAD & DAKIK KOLWEZI	Asset		\N	440000.00	Dr	t	2025-11-10 09:18:02.384656	\N
102	1	TOYPRA	TOYOTA PRADO	Asset		\N	18000.00	Dr	t	2025-11-10 09:17:38.929762	\N
104	1	TOYALP200	TOYOTA ALPHARD 2008	Asset		\N	11500.00	Dr	t	2025-11-10 09:18:20.790211	\N
105	1	TOYLANCRU	TOYOTA LAND CRUISER	Asset		\N	37000.00	Dr	t	2025-11-10 09:18:45.182122	\N
106	1	TVSHLX100	TVS HLX 100CC	Asset		\N	1000.00	Dr	t	2025-11-10 09:18:55.574936	\N
389	7	BEIDUT	Beira Duties	Loans	\N	\N	0.00	\N	t	2026-01-08 08:31:32.890588	\N
374	8	PRODUCTION_ADJUSTMENT	Production Adjustment (Inventory Offset)	Liability	Liability	\N	0.00	Cr	t	2026-01-06 09:25:24.676262	\N
400	10	SALES	Sales Revenue	Income	\N	\N	0.00	\N	t	2026-01-08 10:56:47.376249	\N
375	8	CONSUMPTION_EXPENSE	Consumption Expense (Stock Adjustment)	Indirect Expense	Indirect Expense	\N	0.00	Dr	t	2026-01-06 09:25:24.676262	\N
407	10	PRODUCTION_ADJUSTMENT	Production Adjustment (Inventory Offset)	Liability	Liability	\N	0.00	Cr	t	2026-01-09 11:13:30.128977	\N
408	10	CONSUMPTION_EXPENSE	Consumption Expense (Stock Adjustment)	Indirect Expense	Indirect Expense	\N	0.00	Dr	t	2026-01-09 11:13:30.128977	\N
6	1	KOLCAS	KOLWEZI CASH	Cash	\N	\N	3492.40	Dr	t	2025-11-01 15:57:29.695412	\N
369	8	OFFCHA	Office charge	Direct Expense	\N	\N	0.00	\N	t	2026-01-05 01:07:11.806675	\N
414	8	TAXHYG	Tax Hygiene	Indirect Expense	\N	\N	0.00	\N	t	2026-01-13 15:35:42.553858	\N
420	10	PREEXPGC	PREPAID EXPENSES GC	Bank	\N	\N	59400.00	Cr	t	2026-01-15 08:49:31.435926	\N
110	1	CUST-CUST001	ANGOLA NEW 2025 - Customer Account	Asset	Accounts Receivable	\N	0.00	\N	t	2025-11-10 09:21:52.384931	\N
128	1	HMDWARKIW	HMD WAREHOUSE KIWELE	Income	Indirect Income	\N	0.00	\N	t	2025-11-10 09:47:24.792105	\N
129	1	INSPAY	INSURANCE PAYOUT	Income	Indirect Income	\N	0.00	\N	t	2025-11-10 09:47:36.520923	\N
355	8	PURCHASES	Purchases	Expense	\N	\N	0.00	Dr	t	2026-01-04 22:11:32.081111	\N
356	8	IMPORT_CHARGES	Import Charges	Expense	\N	\N	0.00	Dr	t	2026-01-04 22:11:32.084137	\N
130	1	830OFFREN	830 OFFICE RENOVATIONS	Expense	Indirect Expense	\N	0.00	\N	t	2025-11-10 09:48:30.692069	\N
364	8	CUST-CUST001	HASSAN TSHIKAPA - Customer Account	Asset	Accounts Receivable	\N	52230.00	Dr	t	2026-01-04 22:28:32.289757	\N
357	8	HADCRD	HADI L'SHI Credit	Loans	Current Liability	\N	179750.67	Cr	t	2026-01-04 22:11:32.090757	\N
370	8	DUTIES	Duties	Direct Expense	Direct Expense	356	0.00	Dr	t	2026-01-05 01:08:47.598969	\N
371	8	TRANSPORT	Transport Charges	Direct Expense	Direct Expense	356	0.00	Dr	t	2026-01-05 01:08:47.682579	\N
381	9	PURCHASES	Purchases	Expense	\N	\N	0.00	Dr	t	2026-01-07 09:26:34.295745	\N
382	9	IMPORT_CHARGES	Import Charges	Expense	\N	\N	0.00	Dr	t	2026-01-07 09:26:34.298061	\N
131	1	REN	RENT	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 09:50:00.38735	\N
383	9	HADCRD	HADI L'SHI Credit	Liability	Current Liability	\N	20000.00	Cr	t	2026-01-07 09:26:34.305544	\N
384	1	MALCRD	MALI Credit	Asset	Current Asset	\N	20000.00	Dr	t	2026-01-07 09:26:34.385273	\N
101	1	ROLGMTMASII	ROLEX GMT MASTER II	Asset		\N	22500.00	Dr	t	2025-11-10 09:15:59.024802	\N
390	7	DUTIES	Duties	Direct Expense	Direct Expense	347	0.00	Dr	t	2026-01-08 08:34:02.886029	\N
401	1	LAWKOL	Lawyer Kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2026-01-08 12:00:43.1583	\N
409	8	TAXRL	TAXE RL	Government Taxes	\N	\N	0.00	\N	t	2026-01-09 15:08:45.05957	\N
415	8	REC	Reclamation	Indirect Expense	\N	\N	0.00	\N	t	2026-01-13 15:36:31.504936	\N
421	10	OFFCHA	Office charge	Expense	Direct Expense	\N	0.00	\N	t	2026-01-15 08:50:04.394847	\N
132	1	RENHOUGOL	RENT HOUSE GOLF	Indirect Expense	\N	99	0.00	\N	t	2025-11-10 09:50:00.481109	\N
133	1	PURCHASES	Purchases	Expense	\N	\N	0.00	\N	t	2025-11-10 10:10:59.903506	\N
134	1	IMPORT_CHARGES	Import Charges	Expense	\N	\N	0.00	\N	t	2025-11-10 10:10:59.906347	\N
135	1	RENHAD1	RENT HADI 1	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:13:39.008039	\N
136	1	RENHAD2	RENT HADI 2	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:13:58.928325	\N
137	1	RENHAD3	RENT HADI 3	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:14:15.2866	\N
138	1	RENHAD4	RENT HADI 4	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:14:33.691154	\N
139	1	RENNEWWAR	RENT NEW WAREHOUSE	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:14:47.487533	\N
140	1	RENSTAHOU	RENT STAFF HOUSE	Indirect Expense	\N	131	0.00	\N	t	2025-11-10 11:15:06.026298	\N
141	1	830DOC	830 DOCUMENTS	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 11:17:10.585152	\N
142	1	830DEMDESTRA	830 DEMANDE DES TRAVAUX	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:18:00.087368	\N
143	1	830DRH(IMFON	830 DRHKAT (IMPOT FONCIER)	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:18:24.843387	\N
144	1	830DRK	830 DRKT	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:18:57.061925	\N
145	1	830EXP	830 EXPAIRE	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:19:13.674566	\N
146	1	830EXPIMM	830 EXPERT IMMOBILIER	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:19:32.256001	\N
147	1	830FRAADM	830 FRAIS ADMINISTRATIF	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:19:52.017339	\N
148	1	830FRAGEO	830 FRAIS GEOMETRE	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:20:10.782645	\N
149	1	830NOT	830 NOTARIAT	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:20:25.444626	\N
150	1	830ORD	830 ORDINAIRE	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:20:42.344096	\N
151	1	830DGR	830 DGRAD	Indirect Expense	\N	141	0.00	\N	t	2025-11-10 11:21:03.88404	\N
152	1	SALES_REV	Sales Revenue	Income	Direct Income	\N	0.00	\N	t	2025-11-10 11:25:31.475688	\N
153	1	COGS	Cost of Goods Sold	Expense	Direct Expense	\N	0.00	\N	t	2025-11-10 11:25:31.478728	\N
160	1	KOLEXP	Kolwezi Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 12:54:23.520106	\N
161	1	KOLTRUTRI	Kolwezi Truck Trip	Indirect Expense	\N	160	0.00	\N	t	2025-11-10 12:54:37.686403	\N
162	1	OFFKOL	Offloading Kolwezi	Indirect Expense	\N	160	0.00	\N	t	2025-11-10 12:55:06.057345	\N
163	1	TRAKOL	Transport Kolwezi	Indirect Expense	\N	160	0.00	\N	t	2025-11-10 12:55:21.485684	\N
165	1	PATEXP	Patron Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:14:22.608651	\N
166	1	ARR	Arrangement	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:15:08.50402	\N
167	1	CAREXP	Car Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:15:22.688925	\N
168	1	GAS	Gas	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:15:22.891007	\N
169	1	RED	Reduction	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:15:32.762422	\N
170	1	VIS	Visa	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:15:46.868964	\N
171	1	TAXIRL	TAX IRL	Government Taxes	\N	\N	0.00	\N	t	2025-11-10 19:16:22.087309	\N
172	1	TRA1	Transport	Indirect Expense	\N	\N	0.00	\N	t	2025-11-10 19:16:38.981148	\N
173	1	POLJUD(SECAMYEA	Police Judiciare (Service Camera) yearly	Government Taxes	\N	\N	0.00	\N	t	2025-11-10 19:17:25.789369	\N
174	1	ECODRH	Economique DRHKT	Government Taxes	\N	\N	0.00	\N	t	2025-11-10 19:20:28.98284	\N
365	8	RIDSAL	RIDA SALEH	Loans	\N	\N	0.00	\N	t	2026-01-04 23:16:48.593219	\N
402	7	SALES_REV	Sales Revenue	Income	Direct Income	\N	0.00	Cr	t	2026-01-08 16:03:45.153622	\N
345	1	HMD_KINSHASA_CREDIT	HMD KINSHASA Credit	Asset	Current Asset	\N	90231.67	Dr	t	2026-01-03 07:53:43.581136	\N
372	8	OFFEXP	offloading expenses	Indirect Expense	\N	\N	0.00	\N	t	2026-01-05 01:53:58.912247	\N
358	8	CNTLIC	CNTR LICENSE	Loans	\N	\N	26482.50	Dr	t	2026-01-04 22:26:37.687971	\N
235	1	JAWSAW	JAWAD SAWLI	Loans	\N	\N	20000.00	Dr	t	2025-11-22 12:53:39.620067	\N
42	1	LEBOFFCHA	LEBANON OFFICE CHARGE	Loans		\N	160000.00	Dr	t	2025-11-04 11:03:37.183303	\N
234	1	SAMCRE	Samwatex Credit	Loans	\N	\N	970.00	Dr	t	2025-11-22 10:53:44.111703	\N
112	1	SAF	SAFE	Cash	\N	\N	50.00	Cr	t	2025-11-10 09:23:24.09052	\N
123	1	MUSDAK	MUSTAFA DAKIK	Bank	\N	\N	940000.00	Dr	t	2025-11-10 09:33:16.584055	\N
117	1	KOLSAV	Kolwezi Savings	Bank	\N	\N	38000.00	Dr	t	2025-11-10 09:26:11.983361	\N
252	1	TMBBAN	TMB BANK	Bank	\N	\N	60000.00	Dr	t	2025-11-28 16:07:28.932806	\N
221	1	TVSTRA	TVS TRANSFER	Bank	\N	\N	30000.00	Dr	t	2025-11-19 12:51:01.182415	\N
391	10	PURCHASES	Purchases	Expense	\N	\N	0.00	Dr	t	2026-01-08 09:03:18.298752	\N
392	10	IMPORT_CHARGES	Import Charges	Expense	\N	\N	0.00	Dr	t	2026-01-08 09:03:18.301407	\N
393	10	HADCRD	HADI L'SHI Credit	Liability	Current Liability	\N	0.00	\N	t	2026-01-08 09:03:18.386914	\N
394	1	GC CRD	GC - LSHI Credit	Asset	Current Asset	\N	0.00	\N	t	2026-01-08 09:03:18.397632	\N
237	1	SILCON	Sila Construction	Indirect Expense	\N	\N	28500.00	Dr	t	2025-11-26 12:41:27.865392	\N
403	7	COGS	Cost of Goods Sold	Expense	Direct Expense	\N	0.00	Dr	t	2026-01-08 16:03:45.156632	\N
385	1	HASDAK	HASSAN DAKIK	Loans	\N	\N	3268968.81	Cr	t	2026-01-07 10:07:52.467776	\N
124	1	ANGLOAPRO	ANGOLA LOADING PROFIT	Profit	\N	\N	0.00	\N	t	2025-11-10 09:34:00.055041	\N
