320	1	CNS	CNSS	Government Taxes	\N	\N	0.00	\N	t	2025-12-15 13:27:06.182735	\N
321	1	PERDECON	 PERMIS DE CONSTRUCTION	Indirect Expense	\N	\N	0.00	\N	t	2025-12-15 13:59:51.783435	\N
195	1	CHAPRO	Change Profit/Loss	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:50:34.257914	\N
197	1	FRABAN	Frais Banciers	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:51:17.922547	\N
198	1	SHOEXP	Shop Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:51:38.816765	\N
199	1	SAD1	Sadaka	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:51:47.982811	\N
200	1	PEN	Penalty	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:52:01.991911	\N
207	1	SERHAB	Service Habitat	Government Taxes	\N	\N	0.00	\N	t	2025-11-12 12:12:44.187246	\N
346	7	PURCHASES	Purchases	Expense	\N	\N	0.00	Dr	t	2026-01-04 18:06:55.181157	\N
347	7	IMPORT_CHARGES	Import Charges	Expense	\N	\N	0.00	Dr	t	2026-01-04 18:06:55.183868	\N
348	7	HADCRD	HADI L'SHI Credit	Liability	Current Liability	\N	6314.16	Cr	t	2026-01-04 18:06:55.190295	\N
349	1	BEICRD	Beira Credit	Asset	Current Asset	\N	6314.16	Dr	t	2026-01-04 18:06:55.197867	\N
350	7	CAS	Cash	Cash	\N	\N	9940.00	Dr	t	2026-01-04 18:13:34.447499	\N
208	1	OFFEXP	Offloading Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-12 12:15:52.050743	\N
212	1	830APAREN	830 Apartment Renovation	Indirect Expense	\N	\N	0.00	\N	t	2025-11-14 06:24:13.857062	\N
213	1	KOLLANPOSEXP	Kolwezi Land Post Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-14 06:36:20.596561	\N
214	1	POU	Poubelle	Indirect Expense	\N	\N	0.00	\N	t	2025-11-14 06:43:29.792633	\N
215	1	REC	Reclamation	Indirect Expense	\N	\N	0.00	\N	t	2025-11-14 06:43:49.292342	\N
216	1	SALADV	SALARY ADVANCE	Indirect Expense	\N	\N	0.00	\N	t	2025-11-14 14:02:30.691508	\N
217	1	BOSHOUCAS	BOSS HOUSE CASH	Bank	\N	\N	0.00	\N	t	2025-11-14 14:19:04.546483	\N
218	1	DIS	DISCOUNT	Direct Expense	\N	\N	0.00	\N	t	2025-11-14 14:46:24.581115	\N
219	1	TIC	Tickets	Indirect Expense	\N	\N	0.00	\N	t	2025-11-15 10:04:32.138779	\N
220	1	RENKOL1	Rent Kolwezi 1	Indirect Expense	\N	\N	0.00	\N	t	2025-11-15 12:54:00.695481	\N
116	1	OFFCHAKOL	Office Charge Kolwezi	Asset	Current Asset	\N	0.00	\N	t	2025-11-10 09:25:50.87425	\N
249	1	STODEC	Stock Declaration	Government Taxes	\N	\N	0.00	\N	t	2025-11-28 13:46:08.684782	\N
222	1	CNSKOL	CNSS Kolwezi	Government Taxes	\N	\N	0.00	\N	t	2025-11-19 12:58:03.593317	\N
223	1	GOVKOL	Government Kolwezi	Government Taxes	\N	\N	0.00	\N	t	2025-11-19 12:58:24.349802	\N
224	1	POLPROCIV	POLICE PROTECTION CIVIL 	Government Taxes	\N	\N	0.00	\N	t	2025-11-19 13:22:59.464192	\N
225	1	HAMSCH	Hammoudi School	Indirect Expense	\N	\N	0.00	\N	t	2025-11-19 13:28:01.415233	\N
226	1	ROUOFF	Round off	Indirect Expense	\N	\N	0.00	\N	t	2025-11-20 11:52:10.98031	\N
227	1	REDKOL	Reduction kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2025-11-20 11:52:21.980594	\N
228	1	RENKOL2	Rent Kolwezi 2	Indirect Expense	\N	\N	0.00	\N	t	2025-11-20 11:53:26.320965	\N
229	1	STRDESPRI	STRUCTURES DES PRIX	Government Taxes	\N	\N	0.00	\N	t	2025-11-20 14:03:43.832221	\N
230	1	TVAMON	TVA MONTHLU\\Y	Government Taxes	\N	\N	0.00	\N	t	2025-11-20 14:04:07.219598	\N
232	1	JONTAX	Jonathan Tax	Government Taxes	\N	\N	0.00	\N	t	2025-11-21 13:46:15.143104	\N
233	1	DUBEXP	Dubai Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-22 10:51:56.55158	\N
236	1	PEAAIR	PEAGE AIRPORT	Indirect Expense	\N	\N	0.00	\N	t	2025-11-22 12:54:23.475244	\N
238	1	HASLEBA/C	Hassan Lebanon A/C	Indirect Expense	\N	\N	0.00	\N	t	2025-11-26 16:47:52.535734	\N
239	1	SADKOL	Sadaka kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2025-11-26 16:50:28.877327	\N
182	1	TRACHA	Transfer Charges	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 07:44:07.683554	\N
183	1	IMA	IMAM	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 08:08:35.290755	\N
184	1	KH-	KH-IM	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 08:08:35.390937	\N
185	1	KH-1	KH-SA	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 08:08:49.922006	\N
186	1	SAD	SADAH	Indirect Expense	\N	185	0.00	\N	t	2025-11-11 08:09:08.448103	\N
189	1	ARRKOL	Arrangement Kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:30:11.792163	\N
190	1	SHOEXPKOL	Shop Expenses Kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2025-11-11 13:30:22.342869	\N
410	1	SOFVISEXP	Sofibank visa expenses	Indirect Expense	\N	\N	0.00	\N	t	2026-01-10 11:05:26.601629	\N
416	1	ENVDEVDURMOI	ENVIRONEMNET DEVELOPMENT DURRABLE(3 MOIS)	Government Taxes	\N	\N	0.00	\N	t	2026-01-14 13:30:05.955154	\N
422	10	DUTIES	Duties	Direct Expense	Direct Expense	392	0.00	Dr	t	2026-01-15 08:54:24.092829	\N
240	1	SHOINT	Shop Internet	Indirect Expense	\N	\N	0.00	\N	t	2025-11-26 16:56:16.097398	\N
242	1	PASEXP	Passport Expenses	Indirect Expense	\N	\N	0.00	\N	t	2025-11-27 06:13:35.515338	\N
202	1	DUTIES	Duties	Expense	Direct Expense	293	0.00	\N	t	2025-11-12 06:47:52.398564	\N
246	1	KOLSECGUA	Kolwezi Security Guard	Indirect Expense	\N	\N	0.00	\N	t	2025-11-27 13:19:54.616695	\N
248	1	DRHCONCERDESEN	DRHKT CONTORLE CERTIFICAT DE SENTE	Government Taxes	\N	\N	0.00	\N	t	2025-11-28 13:44:41.512662	\N
255	1	SALARY_EXPENSE	Salary Expense	Expense	\N	\N	0.00	\N	t	2025-11-29 08:53:39.88629	\N
423	10	TRANSPORT	Transport Charges	Direct Expense	Direct Expense	392	0.00	Dr	t	2026-01-15 08:54:24.102271	\N
204	1	TRANSPORT	Transport Charges	Expense	Direct Expense	293	0.00	\N	t	2025-11-12 06:47:52.489968	\N
271	1	GASKOL	GAS KOLWEZI	Indirect Expense	\N	\N	0.00	\N	t	2025-12-01 14:17:18.967981	\N
272	1	ENVCOMKAP	ENVIRONMENT COMMUNE KAPEMBA	Government Taxes	\N	\N	0.00	\N	t	2025-12-01 14:45:03.964711	\N
274	1	RENBOSHOU	RENT BOSS HOUSE	Indirect Expense	\N	\N	0.00	\N	t	2025-12-02 14:31:18.351233	\N
277	1	830EXP1	830 EXPENSES	Indirect Expense	\N	\N	0.00	\N	t	2025-12-03 12:34:42.485283	\N
278	1	CUST-CUST003	ILUS/OFFICE - Customer Account	Asset	Accounts Receivable	\N	0.00	\N	t	2025-12-03 13:41:34.549107	\N
279	1	ENVDAW	ENVIRONMENT DAWA	Government Taxes	\N	\N	0.00	\N	t	2025-12-03 13:43:39.785719	\N
291	1	RENKOL1DEP	RENT KOLWEZI 1 DEPOT	Indirect Expense	\N	\N	0.00	\N	t	2025-12-04 13:39:15.697445	\N
293	1	EXPENSES	Expenses	Expense	Expense	\N	0.00	\N	t	2025-12-04 13:52:57.002072	\N
304	1	CAREXPKOL	Car Expenses Kolwezi	Indirect Expense	\N	\N	0.00	\N	t	2025-12-06 14:00:55.377207	\N
305	1	DGR	DGRAD	Government Taxes	\N	\N	0.00	\N	t	2025-12-08 16:31:33.286375	\N
306	1	ENVBCV	ENVIRONMENT BCV	Government Taxes	\N	\N	0.00	\N	t	2025-12-08 16:31:44.985449	\N
307	1	CUST-CUST004	MK - Customer Account	Asset	Accounts Receivable	\N	0.00	\N	t	2025-12-08 16:32:47.883906	\N
309	1	BANCHA	Bank Charges	Indirect Expense	\N	\N	0.00	\N	t	2025-12-09 14:59:33.021763	\N
312	1	CUST-CUST005	LUCINTE - Customer Account	Asset	Accounts Receivable	\N	0.00	\N	t	2025-12-11 13:24:54.211974	\N
313	1	FIXACC	Fixing Accounts	Indirect Expense	\N	\N	0.00	\N	t	2025-12-12 11:15:39.42311	\N
317	1	CAP-001	Owner's Capital	Profit	\N	\N	0.00	\N	t	2025-12-13 07:08:27.882708	\N
