129	1	MRKU3587940	10	OTW	2025-11-18	42507.19	2655.00	45162.19	2025-11-18 10:22:58.69042	\N	\N	\N	2026-01-05	manual	Hadi #3	8800.00	\N	\N	\N	\N	NCA	8500.00	t	\N	CONTINENTAL
175	1	HASU5072904	4	OTW	2025-12-10	31926.38	3900.00	35826.38	2025-12-10 14:16:39.787917	\N	\N	\N	2026-02-08	manual	Hadi #2	\N	\N	\N	\N	\N	NCA	8500.00	f	\N	-
152	1	MRKU4173841	3	OTW	2025-11-29	34155.75	3667.00	37822.75	2025-11-29 07:46:06.783801	\N	\N	\N	2026-01-06	manual	Hadi #2	8800.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	CONTINENTAL
97	1	MRKU3725756	5	OFFLOADED	2025-09-26	37693.35	2660.00	40353.35	2025-11-05 13:38:51.184964	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
172	1	CONT-2024-005	19	OFFLOADED	2025-12-08	30300.00	0.00	30300.00	2025-12-08 12:25:45.984819	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
135	1	MSKU1445038	5	OTW	2025-11-20	36803.95	2740.00	39543.95	2025-11-20 11:30:05.588743	\N	\N	\N	2025-12-30	manual	Hadi #1	9000.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	FARHAT
133	1	MSKU0824145	7	OTW	2025-11-20	32077.50	3750.00	35827.50	2025-11-20 09:23:20.08363	\N	\N	\N	2026-01-24	manual	Hadi #3	\N	\N	\N	\N	\N	NAHLI	8500.00	f	\N	-
138	1	MRKU4782220	1	OTW	2025-11-22	42931.50	2800.00	45731.50	2025-11-22 07:35:55.591016	\N	\N	\N	2026-01-08	manual	Hadi #4	9000.00	T325 EAL	MIKUMI	\N	\N	NCA	8500.00	t	\N	FARHAT
117	1	MRSU3645611	2	OTW	2025-11-12	10310.00	3400.00	13710.00	2025-11-12 10:52:48.389486	\N	\N	\N	2025-12-24	manual	Hadi #2	9000.00	T865 DCN	MIKUMI	\N	\N	NAHLI	8500.00	t	\N	FARHAT
181	1	MTSU9629252	9	OTW	2025-12-15	38704.25	7012.00	45716.25	2025-12-15 10:35:53.588932	\N	\N	\N	2026-01-18	manual	Hadi #2	9000.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	FARHAT
171	1	MRKU5557707	9	OTW	2025-12-08	37858.00	7012.00	44870.00	2025-12-08 09:49:02.189839	\N	\N	\N	2026-01-11	manual	Hadi #2	9000.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	TRH
93	1	MRSU4720978	5	OFFLOADED	2025-09-22	38546.55	2660.00	41206.55	2025-11-05 13:36:40.383733	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
92	1	TRHU8017380	9	OFFLOADED	2025-09-22	37178.75	5905.00	43083.75	2025-11-05 13:36:16.803409	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
248	1	CAAU5486208	5	OTW	2026-01-07	40954.55	2375.00	43329.55	2026-01-09 11:34:16.793651	\N	\N	\N	2026-01-24	manual	Hadi #1	9000.00	\N	\N	\N	\N	AFEPRO	7000.00	t	\N	FARHAT
121	1	TLLU5253287	5	OTW	2025-11-13	37561.49	2540.00	40101.49	2025-11-14 06:06:33.698314	\N	\N	\N	2025-12-24	manual	Hadi #1	8800.00	T571 ART	MBALA	\N	\N	NAHLI	8500.00	t	\N	CONTINENTAL
146	1	MRSU6799713	7	OTW	2025-11-27	30996.50	3750.00	34746.50	2025-11-27 13:38:51.397751	\N	\N	\N	2026-01-24	manual	Hadi #3	\N	\N	\N	\N	\N	NAHLI	8500.00	f	\N	-
148	1	MRKU2852231	7	OTW	2025-11-27	55545.00	3750.00	59295.00	2025-11-28 06:15:16.681108	\N	\N	\N	2026-01-24	manual	Hadi #3	\N	\N	\N	\N	\N	NAHLI	8500.00	f	\N	-
132	1	MRKU4543587	7	OTW	2025-11-19	31438.75	3750.00	35188.75	2025-11-19 07:55:38.090755	\N	\N	\N	2026-01-24	manual	Hadi #3	\N	\N	\N	\N	\N	NAHLI	8500.00	f	\N	-
179	1	MRSU3008110	5	OTW	2025-12-12	39548.95	2567.00	42115.95	2025-12-12 12:43:28.886921	\N	\N	\N	2026-01-18	manual	Hadi #1	9000.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	FARHAT
91	1	CAAU6096631	5	OFFLOADED	2025-09-20	38010.05	2660.00	40670.05	2025-11-05 13:35:51.297796	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
96	1	CAAU4620441	3	OFFLOADED	2025-09-26	34388.05	2660.00	37048.05	2025-11-05 13:38:12.099937	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
180	1	MRKU4594840	3	OTW	2025-12-13	32914.80	2567.00	35481.80	2025-12-13 13:52:48.796357	\N	\N	\N	2026-01-18	manual	Hadi #2	9000.00	\N	\N	\N	\N	NAHLI	8500.00	t	\N	FARHAT
157	1	MRSU6219076	9	OFFLOADED	2025-09-01	43961.00	5805.00	49766.00	2025-12-03 07:35:17.713512	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
159	1	MRSU3987770	5	OFFLOADED	2025-09-19	38262.65	2610.00	40872.65	2025-12-03 08:07:56.086422	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
254	1	MSKU0369421	9	OTW	2026-01-12	36756.25	5720.00	42476.25	2026-01-12 09:25:48.794394	\N	\N	\N	2026-02-10	manual	Hadi #2	\N	\N	\N	\N	\N	NAHLI	8500.00	f	\N	-
103	1	MRKU4453312	5	OFFLOADED	2025-09-06	38987.45	2660.00	41647.45	2025-11-05 14:00:54.110487	\N	\N	\N	\N	manual	\N	\N	\N	\N	\N	\N	\N	\N	f	\N	\N
123	1	MRSU5978870	2	OTW	2025-11-15	9415.00	3400.00	12815.00	2025-11-15 09:19:11.10104	\N	\N	\N	2025-12-24	manual	Hadi #2	8800.00	T791 CDG	KITONGA	\N	\N	NAHLI	8500.00	t	\N	CONTINENTAL
150	1	TCNU8576493	1	OTW	2025-11-28	40704.50	2800.00	43504.50	2025-11-28 11:06:05.185615	\N	\N	\N	2026-01-07	manual	Hadi #4	8800.00	\N	\N	\N	\N	NCA	8500.00	t	\N	CONTINENTAL
