8	1	LUBUMBASHI		t	2025-11-30 10:14:40.290269	Employee	Worker
10	1	LUSHI		t	2025-11-30 11:14:46.554366	Employee	Employee
11	1	LUSHI		t	2025-11-30 11:17:53.781119	Employee	Employee
12	1	Kolwezi		t	2025-12-13 09:36:48.977196	Employee	Worker
\.


