214	113	\N	\N	\N	5	0.00	38546.55	PO PO-36 - Container MRSU4720978	2025-11-05 13:36:40.582218	\N
216	114	\N	\N	\N	2	0.00	31613.15	PO PO-36 - Container MRKU2530702	2025-11-05 13:37:05.094077	\N
218	115	\N	\N	\N	1	0.00	42190.00	PO PO-36 - Container MRKU3429380	2025-11-05 13:37:28.198799	\N
220	116	\N	\N	\N	3	0.00	34388.05	PO PO-36 - Container CAAU4620441	2025-11-05 13:38:12.187165	\N
222	117	\N	\N	\N	5	0.00	37693.35	PO PO-36 - Container MRKU3725756	2025-11-05 13:38:51.200238	\N
224	118	\N	\N	\N	5	0.00	38315.70	PO PO-36 - Container MRSU5363664	2025-11-05 13:39:19.205621	\N
226	119	\N	\N	\N	9	0.00	37320.50	PO PO-36 - Container TRHU5017031	2025-11-05 13:39:41.206155	\N
1241	538	192	\N	\N	\N	50.00	0.00	Payment - Cadeau	2025-11-18 14:13:57.281167	\N
1242	538	1	\N	\N	\N	0.00	50.00	Payment - Cadeau	2025-11-18 14:13:57.794004	\N
2765	957	6	\N	\N	\N	730.00	0.00	Payment - KOLWEZI CASH	2025-11-29 12:24:04.599122	\N
2766	957	159	\N	\N	\N	0.00	730.00	Payment - KOLWEZI CASH	2025-11-29 12:24:04.599122	\N
2767	957	3	\N	\N	\N	2450.00	0.00	Payment - OUTLET 2 CASH	2025-11-29 12:24:04.599122	\N
2768	957	159	\N	\N	\N	0.00	2450.00	Payment - OUTLET 2 CASH	2025-11-29 12:24:04.599122	\N
234	123	\N	\N	\N	5	0.00	38987.45	PO PO-36 - Container MRKU4453312	2025-11-05 14:00:54.190896	\N
7515	2318	381	\N	\N	\N	34548.54	0.00	PO PO-2024-002 - Container MRSU3393628	2026-01-07 09:29:50.28846	\N
7516	2318	383	\N	\N	\N	0.00	34548.54	PO PO-2024-002 - Credit from MALI	2026-01-07 09:29:50.289842	\N
7517	2319	384	\N	\N	\N	34548.54	0.00	MALI PO PO-2024-002 - Container MRSU3393628	2026-01-07 09:29:50.292697	\N
