72	34	Fumigation	80.00	\N	2025-11-03 10:30:13.60903
73	34	Discount	-3000.00	\N	2025-11-03 10:30:13.61049
74	35	Freight	2850.00	\N	2025-11-03 10:32:00.484557
75	35	Surcharge	3000.00	\N	2025-11-03 10:32:00.486231
76	35	Fumigation	30.00	\N	2025-11-03 10:32:00.581552
77	35	Document Charges	75.00	\N	2025-11-03 10:32:00.583684
78	36	Freight	2540.00	\N	2025-11-03 10:32:41.003755
79	36	Document Charges	70.00	\N	2025-11-03 10:32:41.005471
80	37	Freight	2660.00	\N	2025-11-03 10:33:08.095954
81	38	Freight	3300.00	\N	2025-11-03 10:34:24.098335
82	38	Discount	-800.00	\N	2025-11-03 10:34:24.100381
83	38	Document Charges	100.00	\N	2025-11-03 10:34:24.102251
84	39	Freight	3450.00	\N	2025-11-03 10:36:39.399504
85	39	Document Charges	200.00	\N	2025-11-03 10:36:39.401128
86	40	Freight	3750.00	\N	2025-11-03 10:37:08.683685
87	41	Freight	2590.00	\N	2025-11-03 10:37:41.915223
88	41	Document Charges	70.00	\N	2025-11-03 10:37:41.917288
89	42	Freight	2540.00	\N	2025-11-03 10:38:06.610948
90	42	Document Charges	70.00	\N	2025-11-03 10:38:06.683628
91	43	Freight	2450.00	\N	2025-11-03 10:40:48.403325
92	43	Document Charges	200.00	\N	2025-11-03 10:40:48.405297
93	44	Freight	2850.00	\N	2025-11-03 10:44:27.702249
94	44	Surcharge	3000.00	\N	2025-11-03 10:44:27.704419
95	44	Fumigation	30.00	\N	2025-11-03 10:44:27.706354
96	44	Document Charges	75.00	\N	2025-11-03 10:44:27.708224
97	45	Freight	2540.00	\N	2025-11-03 10:44:55.035127
98	45	Document Charges	70.00	\N	2025-11-03 10:44:55.037322
99	46	Freight	2660.00	\N	2025-11-03 10:45:23.322739
100	47	Freight	2470.00	\N	2025-11-03 10:45:49.406881
101	47	Document Charges	70.00	\N	2025-11-03 10:45:49.408983
102	48	Freight	3750.00	\N	2025-11-03 10:46:20.21268
103	49	Freight	2660.00	\N	2025-11-03 10:46:52.792863
104	50	Freight	2470.00	\N	2025-11-03 13:02:25.383294
105	50	Document Charges	70.00	\N	2025-11-03 13:02:25.384657
109	53	Freight	470.00	\N	2025-11-04 11:44:51.583543
110	53	Document Charges	70.00	\N	2025-11-04 11:44:51.585428
111	54	Freight	2660.00	\N	2025-11-05 09:41:50.891842
112	55	Freight	2700.00	\N	2025-11-05 09:42:36.599199
113	55	Surcharge	3000.00	\N	2025-11-05 09:42:36.601379
114	55	Fumigation	30.00	\N	2025-11-05 09:42:36.603294
115	55	Document Charges	75.00	\N	2025-11-05 09:42:36.605204
116	56	Freight	4700.00	\N	2025-11-05 09:43:26.585107
117	56	Fumigation	80.00	\N	2025-11-05 09:43:26.587255
118	56	Discount	-3000.00	\N	2025-11-05 09:43:26.589131
119	57	Freight	2590.00	\N	2025-11-05 09:46:11.422407
120	57	Document Charges	70.00	\N	2025-11-05 09:46:11.424781
121	58	Freight	3425.00	\N	2025-11-05 09:51:37.605089
122	58	Document Charges	200.00	\N	2025-11-05 09:51:37.60676
133	63	Freight	3425.00	\N	2025-11-05 09:55:26.00468
134	63	Document Charges	200.00	\N	2025-11-05 09:55:26.006236
136	65	Freight	2590.00	\N	2025-11-05 09:56:45.594117
137	65	Document Charges	70.00	\N	2025-11-05 09:56:45.595964
138	66	Freight	2590.00	\N	2025-11-05 09:57:22.005379
139	66	Document Charges	70.00	\N	2025-11-05 09:57:22.007019
140	67	Freight	2660.00	\N	2025-11-05 09:58:01.109052
141	68	Freight	2590.00	\N	2025-11-05 09:58:36.109052
142	68	Document Charges	70.00	\N	2025-11-05 09:58:36.11199
462	215	Freight	4899.00	\N	2026-01-04 22:20:32.203248
463	215	Document Charges	70.00	\N	2026-01-04 22:20:32.204287
470	219	Freight	4899.00	\N	2026-01-04 22:38:41.903643
471	219	Document Charges	70.00	\N	2026-01-04 22:38:41.905362
477	223	Freight	6300.00	\N	2026-01-04 22:44:11.89784
478	223	Discount	-700.00	\N	2026-01-04 22:44:11.899597
479	223	Document Charges	100.00	\N	2026-01-04 22:44:11.90101
486	226	Freight	5105.00	\N	2026-01-04 22:55:14.787478
493	230	Freight	4569.00	\N	2026-01-04 23:00:33.601375
152	71	Freight	4700.00	\N	2025-11-05 12:50:32.694272
153	71	Fumigation	80.00	\N	2025-11-05 12:50:32.695668
154	71	Discount	-3000.00	\N	2025-11-05 12:50:32.697009
155	72	Freight	2623.57	\N	2025-11-05 13:06:59.695966
156	72	Document Charges	70.84	\N	2025-11-05 13:06:59.697813
157	73	Freight	2590.00	\N	2025-11-05 13:07:49.009438
158	73	Document Charges	70.00	\N	2025-11-05 13:07:49.010991
159	74	Freight	2660.00	\N	2025-11-05 13:09:25.488595
160	75	Freight	2660.00	\N	2025-11-05 13:09:56.687924
494	230	Document Charges	70.00	\N	2026-01-04 23:00:33.60341
500	234	Freight	4965.00	\N	2026-01-04 23:19:00.183191
508	238	Freight	3850.00	\N	2026-01-07 09:29:51.397669
509	238	Discount	-800.00	\N	2026-01-07 09:29:51.398868
165	77	Freight	3300.00	\N	2025-11-05 13:11:49.189867
166	77	Discount	-800.00	\N	2025-11-05 13:11:49.191221
167	77	Document Charges	100.00	\N	2025-11-05 13:11:49.192436
168	78	Freight	2660.00	\N	2025-11-05 13:13:11.185871
169	79	Freight	2590.00	\N	2025-11-05 13:13:51.713262
170	79	Document Charges	70.00	\N	2025-11-05 13:13:51.71483
171	80	Freight	2590.00	\N	2025-11-05 13:14:44.086238
172	80	Document Charges	70.00	\N	2025-11-05 13:14:44.087716
173	81	Freight	2590.00	\N	2025-11-05 13:15:12.198874
174	81	Document Charges	70.00	\N	2025-11-05 13:15:12.200326
175	82	Freight	2590.00	\N	2025-11-05 13:15:41.916924
176	82	Document Charges	70.00	\N	2025-11-05 13:15:41.91848
177	83	Freight	2800.00	\N	2025-11-05 13:16:09.393768
178	83	Surcharge	3000.00	\N	2025-11-05 13:16:09.395673
179	83	Fumigation	75.00	\N	2025-11-05 13:16:09.397164
180	83	Document Charges	30.00	\N	2025-11-05 13:16:09.398796
181	84	Freight	4950.00	\N	2025-11-05 13:27:43.714466
182	84	Fumigation	80.00	\N	2025-11-05 13:27:43.715837
183	84	Discount	-3000.00	\N	2025-11-05 13:27:43.782281
184	85	Freight	3400.00	\N	2025-11-05 13:30:41.092313
185	85	Document Charges	200.00	\N	2025-11-05 13:30:41.094249
186	86	Freight	3400.00	\N	2025-11-05 13:33:01.80409
187	86	Document Charges	200.00	\N	2025-11-05 13:33:01.80584
188	87	Freight	2660.00	\N	2025-11-05 13:33:35.188376
189	88	Freight	2623.57	\N	2025-11-05 13:34:01.484674
190	88	Document Charges	70.84	\N	2025-11-05 13:34:01.486351
510	238	Document Charges	100.00	\N	2026-01-07 09:29:51.399887
518	242	Freight	3763.00	\N	2026-01-08 09:08:38.589815
193	90	Freight	3400.00	\N	2025-11-05 13:35:28.125379
194	90	Document Charges	200.00	\N	2025-11-05 13:35:28.127428
195	91	Freight	2590.00	\N	2025-11-05 13:35:52.097474
196	91	Document Charges	70.00	\N	2025-11-05 13:35:52.099494
197	92	Freight	2800.00	\N	2025-11-05 13:36:17.699455
198	92	Surcharge	3000.00	\N	2025-11-05 13:36:17.701596
199	92	Fumigation	75.00	\N	2025-11-05 13:36:17.703456
200	92	Document Charges	30.00	\N	2025-11-05 13:36:17.7053
201	93	Freight	2590.00	\N	2025-11-05 13:36:41.725481
202	93	Document Charges	70.00	\N	2025-11-05 13:36:41.727424
203	94	Freight	3300.00	\N	2025-11-05 13:37:06.710582
204	94	Discount	-800.00	\N	2025-11-05 13:37:06.712509
205	94	Document Charges	100.00	\N	2025-11-05 13:37:06.714155
206	95	Freight	2660.00	\N	2025-11-05 13:37:29.186639
207	96	Freight	2590.00	\N	2025-11-05 13:38:13.007665
208	96	Document Charges	70.00	\N	2025-11-05 13:38:13.009477
209	97	Freight	2590.00	\N	2025-11-05 13:38:51.905527
210	97	Document Charges	70.00	\N	2025-11-05 13:38:51.982325
211	98	Freight	2590.00	\N	2025-11-05 13:39:19.905958
212	98	Document Charges	70.00	\N	2025-11-05 13:39:19.907846
213	99	Freight	2800.00	\N	2025-11-05 13:39:41.999336
214	99	Surcharge	3000.00	\N	2025-11-05 13:39:42.001377
215	99	Fumigation	30.00	\N	2025-11-05 13:39:42.00309
216	99	Document Charges	75.00	\N	2025-11-05 13:39:42.004962
217	100	Freight	3350.00	\N	2025-11-05 13:46:28.583857
218	100	Discount	-700.00	\N	2025-11-05 13:46:28.58557
219	100	Document Charges	100.00	\N	2025-11-05 13:46:28.587002
519	242	Discount	-2217.66	\N	2026-01-08 09:08:38.591498
527	246	Freight	2663.00	\N	2026-01-08 13:14:57.895567
528	246	Discount	-1958.18	\N	2026-01-08 13:14:57.897242
226	103	Freight	2590.00	\N	2025-11-05 14:00:54.891542
227	103	Document Charges	70.00	\N	2025-11-05 14:00:54.893136
536	250	Freight	2305.00	\N	2026-01-10 06:47:25.789857
241	110	Freight	2780.00	\N	2025-11-10 10:11:01.005554
242	110	Surcharge	3000.00	\N	2025-11-10 10:11:01.011565
243	110	Fumigation	30.00	\N	2025-11-10 10:11:01.017398
244	110	Document Charges	75.00	\N	2025-11-10 10:11:01.023078
537	250	Document Charges	70.00	\N	2026-01-10 06:47:25.791451
544	254	Freight	2615.00	\N	2026-01-12 09:25:49.711137
545	254	Surcharge	3000.00	\N	2026-01-12 09:25:49.713292
248	113	Freight	2470.00	\N	2025-11-12 06:42:15.48435
249	113	Document Charges	70.00	\N	2025-11-12 06:42:15.491151
546	254	Fumigation	30.00	\N	2026-01-12 09:25:49.714939
547	254	Document Charges	75.00	\N	2026-01-12 09:25:49.716573
259	119	Freight	2470.00	\N	2025-11-14 06:01:31.589997
260	119	Document Charges	70.00	\N	2025-11-14 06:01:31.59495
263	121	Freight	2470.00	\N	2025-11-14 06:06:34.322982
264	121	Document Charges	70.00	\N	2025-11-14 06:06:34.383846
265	122	Freight	2600.00	\N	2025-11-14 12:05:56.093129
266	123	Freight	3300.00	\N	2025-11-15 09:19:11.213101
267	123	Document Charges	100.00	\N	2025-11-15 09:19:11.284701
268	124	Freight	3400.00	\N	2025-11-15 09:26:09.904075
256	117	Freight	3300.00	\N	2025-11-12 10:52:48.591777
257	117	Document Charges	100.00	\N	2025-11-12 10:52:48.600066
269	124	Discount	-600.00	\N	2025-11-15 09:26:09.910918
270	124	Document Charges	100.00	\N	2025-11-15 09:26:09.917428
464	216	Freight	4200.00	\N	2026-01-04 22:24:47.898625
465	216	Document Charges	200.00	\N	2026-01-04 22:24:47.899879
472	220	Freight	4965.00	\N	2026-01-04 22:39:21.284552
480	224	Freight	4519.00	\N	2026-01-04 22:45:34.488963
275	127	Freight	2780.00	\N	2025-11-17 12:32:11.487144
276	127	Surcharge	3000.00	\N	2025-11-17 12:32:11.491983
277	127	Fumigation	30.00	\N	2025-11-17 12:32:11.496758
278	127	Document Charges	75.00	\N	2025-11-17 12:32:11.501285
481	224	Document Charges	70.00	\N	2026-01-04 22:45:34.490781
487	227	Freight	5105.00	\N	2026-01-04 22:56:56.100047
285	130	Freight	2670.00	\N	2025-11-18 13:44:06.619864
286	130	Document Charges	70.00	\N	2025-11-18 13:44:06.626085
287	131	Freight	2710.00	\N	2025-11-18 13:47:53.025765
288	132	Freight	3750.00	\N	2025-11-19 07:55:38.412954
289	133	Freight	3750.00	\N	2025-11-20 09:23:20.48942
290	134	Freight	2590.00	\N	2025-11-20 10:09:46.798122
291	134	Document Charges	70.00	\N	2025-11-20 10:09:46.803483
292	135	Freight	2670.00	\N	2025-11-20 11:30:06.297139
293	135	Document Charges	70.00	\N	2025-11-20 11:30:06.303703
294	136	Freight	3425.00	\N	2025-11-20 12:05:55.904089
295	136	Document Charges	200.00	\N	2025-11-20 12:05:55.909206
296	137	Freight	2670.00	\N	2025-11-21 15:49:31.737959
297	137	Document Charges	70.00	\N	2025-11-21 15:49:31.746624
298	138	Freight	2800.00	\N	2025-11-22 07:35:56.511366
495	231	Freight	5105.00	\N	2026-01-04 23:02:32.004295
501	235	Freight	3950.00	\N	2026-01-07 09:26:34.983074
301	140	Freight	3600.00	\N	2025-11-24 11:47:26.190913
302	140	Discount	-700.00	\N	2025-11-24 11:47:26.199222
303	140	Document Charges	100.00	\N	2025-11-24 11:47:26.207088
304	141	Freight	2780.00	\N	2025-11-26 17:15:12.188646
305	141	Surcharge	3000.00	\N	2025-11-26 17:15:12.19427
306	141	Fumigation	30.00	\N	2025-11-26 17:15:12.199607
307	141	Document Charges	75.00	\N	2025-11-26 17:15:12.204843
502	235	Discount	-600.00	\N	2026-01-07 09:26:34.98455
503	235	Document Charges	100.00	\N	2026-01-07 09:26:34.985547
511	239	Freight	3850.00	\N	2026-01-07 09:31:14.184058
512	239	Discount	-1000.00	\N	2026-01-07 09:31:14.185342
513	239	Document Charges	100.00	\N	2026-01-07 09:31:14.186335
520	243	Freight	5105.00	\N	2026-01-08 09:27:03.092865
314	145	Freight	3597.00	\N	2025-11-27 13:16:42.198433
315	145	Document Charges	70.00	\N	2025-11-27 13:16:42.2073
316	146	Freight	3750.00	\N	2025-11-27 13:38:51.917839
529	247	Freight	3600.00	\N	2026-01-09 08:13:17.487396
318	148	Freight	3750.00	\N	2025-11-28 06:15:17.100864
530	247	Discount	-800.00	\N	2026-01-09 08:13:17.488613
320	150	Freight	2800.00	\N	2025-11-28 11:06:06.091494
531	247	Document Charges	100.00	\N	2026-01-09 08:13:17.489545
538	251	Freight	2305.00	\N	2026-01-10 10:41:08.712672
539	251	Document Charges	70.00	\N	2026-01-10 10:41:08.71467
324	152	Freight	3597.00	\N	2025-11-29 07:46:07.694025
325	152	Document Charges	70.00	\N	2025-11-29 07:46:07.700833
326	153	Freight	3597.00	\N	2025-11-29 11:34:01.910757
327	153	Document Charges	70.00	\N	2025-11-29 11:34:01.917372
548	255	Freight	2305.00	\N	2026-01-12 10:40:52.591207
549	255	Document Charges	70.00	\N	2026-01-12 10:40:52.592645
333	156	Freight	3907.00	\N	2025-11-30 14:31:19.30532
334	156	Surcharge	3000.00	\N	2025-11-30 14:31:19.312131
335	156	Fumigation	30.00	\N	2025-11-30 14:31:19.387905
336	156	Document Charges	75.00	\N	2025-11-30 14:31:19.394825
337	157	Freight	2700.00	\N	2025-12-03 07:35:18.586212
338	157	Surcharge	3000.00	\N	2025-12-03 07:35:18.593315
339	157	Fumigation	30.00	\N	2025-12-03 07:35:18.600714
340	157	Document Charges	75.00	\N	2025-12-03 07:35:18.607275
341	158	Freight	2590.00	\N	2025-12-03 08:00:30.397708
342	158	Document Charges	70.00	\N	2025-12-03 08:00:30.404272
343	53	Freight	2470.00	\N	2025-12-03 08:05:32.790414
344	53	Document Charges	70.00	\N	2025-12-03 08:05:32.7967
345	159	Freight	2540.00	\N	2025-12-03 08:07:56.799691
346	159	Document Charges	70.00	\N	2025-12-03 08:07:56.806194
347	160	Freight	2600.00	\N	2025-12-03 08:11:12.001877
361	166	Freight	3597.00	\N	2025-12-04 07:58:46.305268
362	166	Document Charges	70.00	\N	2025-12-04 07:58:46.312212
365	168	Freight	3597.00	\N	2025-12-04 15:54:42.111886
366	168	Document Charges	70.00	\N	2025-12-04 15:54:42.187535
367	169	Freight	3722.00	\N	2025-12-08 08:40:25.185191
368	169	Discount	-600.00	\N	2025-12-08 08:40:25.192002
369	169	Document Charges	100.00	\N	2025-12-08 08:40:25.198556
373	171	Freight	3907.00	\N	2025-12-08 09:49:03.197856
374	171	Surcharge	3000.00	\N	2025-12-08 09:49:03.20712
375	171	Fumigation	30.00	\N	2025-12-08 09:49:03.216354
376	171	Document Charges	75.00	\N	2025-12-08 09:49:03.283911
381	175	Freight	3700.00	\N	2025-12-10 14:16:41.512006
382	175	Document Charges	200.00	\N	2025-12-10 14:16:41.513863
379	174	Freight	2497.00	\N	2025-12-10 13:52:36.69785
380	174	Document Charges	70.00	\N	2025-12-10 13:52:36.698961
281	129	Freight	5500.00	\N	2025-11-18 10:22:59.187508
282	129	Surcharge	80.00	\N	2025-11-18 10:22:59.193581
284	129	Document Charges	75.00	\N	2025-11-18 10:22:59.2058
283	129	Discount	-3000.00	\N	2025-11-18 10:22:59.19943
387	179	Freight	2497.00	\N	2025-12-12 12:43:29.789678
388	179	Document Charges	70.00	\N	2025-12-12 12:43:29.79136
389	180	Freight	2497.00	\N	2025-12-13 13:52:49.799859
390	180	Document Charges	70.00	\N	2025-12-13 13:52:49.801793
391	181	Freight	3907.00	\N	2025-12-15 10:35:54.31434
392	181	Surcharge	3000.00	\N	2025-12-15 10:35:54.316256
393	181	Fumigation	30.00	\N	2025-12-15 10:35:54.317755
394	181	Document Charges	75.00	\N	2025-12-15 10:35:54.319293
386	178	Freight	3707.00	\N	2025-12-12 12:04:39.288023
396	183	Freight	3722.00	\N	2025-12-17 12:03:11.084463
397	183	Discount	-800.00	\N	2025-12-17 12:03:11.086558
398	183	Document Charges	100.00	\N	2025-12-17 12:03:11.088136
402	185	Freight	2497.00	\N	2025-12-17 15:10:51.484803
403	185	Document Charges	70.00	\N	2025-12-17 15:10:51.486923
404	187	Freight	2407.00	\N	2025-12-18 11:34:32.213815
405	187	Document Charges	200.00	\N	2025-12-18 11:34:32.282068
406	188	Freight	2497.00	\N	2025-12-19 13:49:24.195275
407	188	Document Charges	70.00	\N	2025-12-19 13:49:24.197207
408	189	Freight	2497.00	\N	2025-12-20 08:38:27.598102
409	189	Document Charges	70.00	\N	2025-12-20 08:38:27.60044
413	191	Freight	2497.00	\N	2025-12-20 14:10:07.012805
414	191	Document Charges	70.00	\N	2025-12-20 14:10:07.01468
415	192	Freight	2800.00	\N	2025-12-22 10:27:14.986436
416	192	Surcharge	3000.00	\N	2025-12-22 10:27:14.988204
417	192	Fumigation	30.00	\N	2025-12-22 10:27:14.98976
418	192	Document Charges	75.00	\N	2025-12-22 10:27:15.082346
419	193	Freight	3700.00	\N	2025-12-24 16:56:21.70734
420	193	Document Charges	200.00	\N	2025-12-24 16:56:21.709278
422	195	Freight	3700.00	\N	2025-12-25 13:01:34.293698
423	195	Document Charges	200.00	\N	2025-12-25 13:01:34.295694
424	196	Freight	3700.00	\N	2025-12-25 13:14:27.61125
425	196	Document Charges	200.00	\N	2025-12-25 13:14:27.613369
426	197	Freight	3740.00	\N	2025-12-25 16:37:39.326756
421	194	Freight	3740.00	\N	2025-12-25 10:40:16.509023
466	217	Freight	6300.00	\N	2026-01-04 22:31:26.216591
467	217	Discount	-600.00	\N	2026-01-04 22:31:26.218408
468	217	Document Charges	100.00	\N	2026-01-04 22:31:26.219936
473	221	Freight	4819.00	\N	2026-01-04 22:41:23.503499
431	200	Freight	2497.00	\N	2025-12-29 06:27:18.288208
432	200	Document Charges	70.00	\N	2025-12-29 06:27:18.289821
433	201	Freight	2615.00	\N	2025-12-29 08:55:12.193804
434	201	Surcharge	3000.00	\N	2025-12-29 08:55:12.195482
435	201	Fumigation	30.00	\N	2025-12-29 08:55:12.196861
436	201	Document Charges	75.00	\N	2025-12-29 08:55:12.198274
437	202	Freight	3740.00	\N	2025-12-29 12:45:21.507394
438	203	Freight	2305.00	\N	2025-12-29 13:29:18.59767
439	203	Document Charges	70.00	\N	2025-12-29 13:29:18.599403
440	204	Freight	3722.00	\N	2025-12-30 11:37:45.498119
441	204	Discount	-800.00	\N	2025-12-30 11:37:45.499942
442	204	Document Charges	100.00	\N	2025-12-30 11:37:45.501388
443	205	Freight	3722.00	\N	2025-12-30 11:53:51.00194
444	205	Discount	-700.00	\N	2025-12-30 11:53:51.00365
445	205	Document Charges	100.00	\N	2025-12-30 11:53:51.005119
446	206	Freight	2305.00	\N	2025-12-31 08:08:04.509379
447	206	Document Charges	70.00	\N	2025-12-31 08:08:04.511258
474	221	Document Charges	70.00	\N	2026-01-04 22:41:23.505193
482	225	Freight	4569.00	\N	2026-01-04 22:46:26.894182
483	225	Document Charges	70.00	\N	2026-01-04 22:46:26.895955
451	209	Freight	3750.00	\N	2025-12-31 13:55:11.811755
452	210	Freight	3750.00	\N	2025-12-31 14:07:28.986074
453	211	Freight	3740.00	\N	2026-01-03 07:51:32.50294
454	212	Freight	4055.00	\N	2026-01-04 18:06:55.696446
455	212	Discount	-500.00	\N	2026-01-04 18:06:55.697778
456	212	Document Charges	100.00	\N	2026-01-04 18:06:55.698754
457	213	Freight	4455.00	\N	2026-01-04 18:10:56.700874
458	213	Discount	-900.00	\N	2026-01-04 18:10:56.705228
459	213	Document Charges	100.00	\N	2026-01-04 18:10:56.707119
488	228	Freight	6300.00	\N	2026-01-04 22:58:13.290611
489	228	Discount	-800.00	\N	2026-01-04 22:58:13.291877
490	228	Document Charges	100.00	\N	2026-01-04 22:58:13.292973
496	232	Freight	4039.00	\N	2026-01-04 23:03:29.698929
497	232	Document Charges	70.00	\N	2026-01-04 23:03:29.700677
504	236	Freight	3850.00	\N	2026-01-07 09:27:44.288244
505	236	Document Charges	100.00	\N	2026-01-07 09:27:44.289427
514	240	Freight	2636.00	\N	2026-01-08 09:03:18.704204
515	240	Discount	-2379.76	\N	2026-01-08 09:03:18.706277
521	244	Freight	2615.00	\N	2026-01-08 12:37:00.986659
522	244	Surcharge	3000.00	\N	2026-01-08 12:37:00.988547
523	244	Fumigation	30.00	\N	2026-01-08 12:37:00.989963
524	244	Document Charges	75.00	\N	2026-01-08 12:37:00.991466
532	248	Freight	2305.00	\N	2026-01-09 11:34:18.013827
533	248	Document Charges	70.00	\N	2026-01-09 11:34:18.01593
540	252	Freight	2470.00	\N	2026-01-12 07:03:45.282204
541	252	Discount	-2039.09	\N	2026-01-12 07:03:45.28429
550	256	Freight	5000.00	\N	2026-01-12 13:27:37.691639
\.


