128	44	510	5.000	53.32	266.60	2025-11-15 10:00:09.895981	\N
129	44	515	10.000	79.38	793.80	2025-11-15 10:00:09.895981	\N
130	44	516	41.000	49.50	2029.50	2025-11-15 10:00:09.895981	\N
131	45	516	150.000	49.50	7425.00	2025-11-15 10:02:24.216206	\N
132	45	54	8.000	74.88	599.04	2025-11-15 10:02:24.216206	\N
133	45	81	3.000	73.79	221.37	2025-11-15 10:02:24.216206	\N
134	45	92	3.000	149.15	447.45	2025-11-15 10:02:24.216206	\N
135	45	94	5.000	97.81	489.05	2025-11-15 10:02:24.216206	\N
136	45	109	25.000	83.70	2092.50	2025-11-15 10:02:24.216206	\N
137	45	123	6.000	59.64	357.84	2025-11-15 10:02:24.216206	\N
138	45	125	10.000	52.20	522.00	2025-11-15 10:02:24.216206	\N
139	45	393	5.000	151.67	758.35	2025-11-15 10:02:24.216206	\N
140	45	408	6.000	156.10	936.60	2025-11-15 10:02:24.216206	\N
141	45	412	4.000	111.69	446.76	2025-11-15 10:02:24.216206	\N
142	45	130	8.000	84.70	677.60	2025-11-15 10:02:24.216206	\N
143	46	450	10.000	148.82	1488.20	2025-11-15 10:33:46.707927	\N
144	46	153	5.000	324.41	1622.05	2025-11-15 10:33:46.707927	\N
1760	228	611	5.000	90.07	450.35	2026-01-08 10:52:00.083888	137
463	57	128	120.000	54.38	6525.60	2025-11-22 08:26:58.763873	64
149	51	1477	5.000	252.88	1264.40	2025-11-18 13:29:12.875377	68
516	73	610	1.000	108.29	108.29	2025-11-26 16:27:24.694078	67
517	73	611	4.000	88.29	353.16	2025-11-26 16:27:24.694078	67
153	49	83	5.000	149.97	749.85	2025-11-18 15:59:19.785369	64
154	49	128	60.000	54.49	3269.40	2025-11-18 15:59:19.785369	64
155	49	244	30.000	43.63	1308.90	2025-11-18 15:59:19.785369	66
156	49	570	1.000	302.75	302.75	2025-11-18 15:59:19.785369	68
518	73	153	15.000	329.50	4942.50	2025-11-26 16:27:24.694078	67
158	53	510	8.000	53.32	426.56	2025-11-19 10:04:18.00565	67
159	53	1465	2.000	109.28	218.56	2025-11-19 10:04:18.00565	67
160	53	514	3.000	240.80	722.40	2025-11-19 10:04:18.00565	67
161	53	516	35.000	49.65	1737.75	2025-11-19 10:04:18.00565	67
162	53	519	3.000	89.39	268.17	2025-11-19 10:04:18.00565	67
163	53	520	4.000	50.11	200.44	2025-11-19 10:04:18.00565	67
164	53	532	1.000	85.79	85.79	2025-11-19 10:04:18.00565	67
165	53	1473	5.000	57.76	288.80	2025-11-19 10:04:18.00565	67
166	53	546	3.000	179.19	537.57	2025-11-19 10:04:18.00565	67
167	53	625	1.000	232.01	232.01	2025-11-19 10:04:18.00565	67
168	53	548	4.000	90.73	362.92	2025-11-19 10:04:18.00565	67
169	53	628	2.000	78.22	156.44	2025-11-19 10:04:18.00565	67
