53	1	\N	PO-PO-25-1762166666889	Purchase	2025-10-27	Purchase Order PO-25 - Container HASU4507880 (Offloaded)	37158.75	f	2025-11-03 10:44:26.891716	\N	\N
261	1	\N	RECEIPT-1762868004093	Receipt	2025-11-11	Receipt voucher	4.90	f	2025-11-11 13:32:58.366268	\N	2026-01-06 13:14:19.389
255	1	\N	PAYMENT-1762864422081	Payment	2025-11-11	Payment voucher	2915.00	f	2025-11-11 12:33:16.280009	\N	2026-01-06 13:12:50.21
2613	1	\N	PAYMENT-1768318270683	Payment	2026-01-13	\N	3300.00	f	2026-01-13 15:31:10.683684	\N	\N
44	1	\N	PO-PO-16-1762165919592	Purchase	2025-10-20	Purchase Order PO-16 - Container MRKU4471419	37423.25	f	2025-11-03 10:31:59.594332	\N	\N
45	1	\N	PO-PO-17-1762165959190	Purchase	2025-10-20	Purchase Order PO-17 - Container MRKU3048824	38225.40	f	2025-11-03 10:32:39.192748	\N	\N
46	1	\N	PO-PO-18-1762165987119	Purchase	2025-10-21	Purchase Order PO-18 - Container HASU5142160	42262.00	f	2025-11-03 10:33:07.121761	\N	\N
48	1	\N	PO-PO-20-1762166198892	Purchase	2025-10-22	Purchase Order PO-20 - Container HASU4948510	29405.95	f	2025-11-03 10:36:38.894528	\N	\N
49	1	\N	PO-PO-21-1762166228108	Purchase	2025-10-23	Purchase Order PO-21 - Container MRKU2036198	31508.50	f	2025-11-03 10:37:08.181112	\N	\N
50	1	\N	PO-PO-22-1762166261080	Purchase	2025-10-24	Purchase Order PO-22 - Container MRKU5309850	38794.10	f	2025-11-03 10:37:41.083015	\N	\N
55	1	\N	PO-PO-27-1762166722289	Purchase	2025-10-29	Purchase Order PO-27 - Container MRSU5814813	42852.00	f	2025-11-03 10:45:22.291262	\N	\N
56	1	\N	PO-PO-28-1762166748287	Purchase	2025-10-30	Purchase Order PO-28 - Container TCKU7684307	36785.85	f	2025-11-03 10:45:48.289369	\N	\N
28	1	\N	PO-PO-1-1762161703364	Purchase	2025-10-02	Purchase Order PO-1 - Container MRSU4618478	30856.00	f	2025-11-03 09:21:43.363582	\N	2026-01-06 13:14:19.389
31	1	\N	PO-PO-3-1762164907505	Purchase	2025-10-02	Purchase Order PO-3 - Container MSKU1436139	35845.65	f	2025-11-03 10:15:07.506961	\N	2026-01-06 13:14:19.389
32	1	\N	PO-PO-4-1762164966887	Purchase	2025-10-03	Purchase Order PO-4 - Container TCKU6579251	42287.00	f	2025-11-03 10:16:06.888822	\N	2026-01-06 13:14:19.389
33	1	\N	PO-PO-5-1762165001400	Purchase	2025-10-03	Purchase Order PO-5 - Container MRSU5428512	39705.50	f	2025-11-03 10:16:41.401957	\N	2026-01-06 13:14:19.389
34	1	\N	PO-PO-6-1762165107008	Purchase	2025-10-04	Purchase Order PO-6 - Container MRSU4248291	39766.20	f	2025-11-03 10:18:27.00972	\N	2026-01-06 13:14:19.389
35	1	\N	PO-PO-7-1762165141200	Purchase	2025-10-07	Purchase Order PO-7 - Container MRSU4064313	38132.85	f	2025-11-03 10:19:01.201896	\N	2026-01-06 13:14:19.389
37	1	\N	PO-PO-9-1762165217595	Purchase	2025-10-11	Purchase Order PO-9 - Container MRSU5350097	44239.25	f	2025-11-03 10:20:17.597862	\N	2026-01-06 13:14:19.389
38	1	\N	PO-PO-10-1762165331500	Purchase	2025-10-13	Purchase Order PO-10 - Container MRSU3756636 (Offloaded)	36845.75	f	2025-11-03 10:22:11.501936	\N	2026-01-06 13:14:19.389
39	1	\N	PO-PO-11-1762165631097	Purchase	2025-10-14	Purchase Order PO-11 - Container MRSU4462580	40437.95	f	2025-11-03 10:27:11.099619	\N	2026-01-06 13:14:19.389
40	1	\N	PO-PO-12-1762165674981	Purchase	2025-10-14	Purchase Order PO-12 - Container CIPU5211868 (Offloaded)	42400.00	f	2025-11-03 10:27:54.98323	\N	2026-01-06 13:14:19.389
484	1	\N	RECEIPT-1763210096451	Receipt	2025-11-15	Receipt voucher	25890.00	f	2025-11-15 12:34:29.447857	\N	2026-01-06 13:14:19.389
57	1	\N	PO-PO-32-1762166779687	Purchase	2025-10-30	Purchase Order PO-32 - Container MRSU4251696	32210.25	f	2025-11-03 10:46:19.689871	\N	\N
59	1	\N	PO-PO-33-1762174944587	Purchase	2025-11-03	Purchase Order PO-33 - Container MRSU5538145	38468.49	f	2025-11-03 13:02:24.5888	\N	\N
2309	8	122	SALES-1767723187453	Sales	2026-01-06	POS Import - 74 items	24625.00	f	2026-01-06 18:13:07.453298	Kinshasa#2	\N
486	1	\N	PAYMENT-1763210265215	Payment	2025-11-15	Payment voucher	17000.00	f	2025-11-15 12:37:19.008056	\N	2026-01-07 08:31:43.994
522	1	\N	PAYMENT-1763468323042	Payment	2025-11-18	Payment voucher	15000.00	f	2025-11-18 12:18:15.185539	\N	2026-01-06 12:53:19.855
485	1	\N	RECEIPT-1763210113402	Receipt	2025-11-15	Receipt voucher	39000.00	f	2025-11-15 12:34:46.36156	\N	2026-01-07 08:31:44.088
66	1	\N	PO-PO-39-1762256690095	Purchase	2025-11-04	Purchase Order PO-39 - Container TCNU1932118	37186.90	f	2025-11-04 11:44:50.102449	\N	\N
2314	9	\N	PO-PO-2024-002-1767778064229	Purchase	2026-01-07	Purchase Order PO-2024-002 - Container MSKU1779821 (Pending Offload)	16586.00	f	2026-01-07 09:27:44.229411	\N	\N
2315	1	\N	IC-PO-2024-002-1767778064236	Journal	2026-01-07	Inter-company credit: MALI - PO PO-2024-002	16586.00	f	2026-01-07 09:27:44.236286	\N	\N
101	1	\N	PO-PO-36-1762348511389	Purchase	2025-09-12	Purchase Order PO-36 - Container MRKU5025330 (Offloaded)	32803.29	f	2025-11-05 13:15:11.389523	\N	\N
2378	1	\N	DUTY-MRSU4950538-1767873163796	Payment	2026-01-03	Duties for container MRSU4950538	8500.00	f	2026-01-08 11:52:43.796879	\N	\N
2379	1	\N	OFFICE-MRSU4950538-1767873163801	Payment	2026-01-03	Office charges for container MRSU4950538	3000.00	f	2026-01-08 11:52:43.80198	\N	\N
2380	1	\N	TRANS-MRSU4950538-1767873163807	Payment	2026-01-03	Transport fees for container MRSU4950538	8200.00	f	2026-01-08 11:52:43.807943	\N	\N
1189	1	\N	RECEIPT-1764849807081	Receipt	2025-12-04	\N	6770.00	f	2025-12-04 12:03:27.082193	\N	2026-01-06 13:03:20.785
2439	10	133	SALES-1767941536629	Sales	2026-01-07	POS Sale at Kolwezi	205.00	f	2026-01-09 06:52:16.684863	Kolwezi	\N
58	1	\N	PO-PO-29-1762166811807	Purchase	2025-10-31	Purchase Order PO-29 - Container MRKU4846829 (Offloaded)	42927.75	f	2025-11-03 10:46:51.810243	\N	\N
2499	1	\N	PAYMENT-1767962095418	Payment	2026-01-09	\N	1360.00	f	2026-01-09 12:34:55.418069	\N	\N
2559	1	\N	PAYMENT-1768213974605	Payment	2026-02-02	February rent	1500.00	t	2026-01-12 10:32:54.604271	\N	\N
2614	8	120	SALES-1768318345616	Sales	2026-01-13	POS Import - 42 items	9300.00	f	2026-01-13 15:32:25.616142	Kinshasa#1	\N
474	1	\N	PAYMENT-1763208574372	Payment	2025-11-15	Payment voucher	10270.00	f	2025-11-15 12:09:07.29046	\N	2026-01-06 13:12:38.91
479	1	\N	PAYMENT-1763208870841	Payment	2025-11-15	Payment voucher	1100.00	f	2025-11-15 12:14:03.774354	\N	2026-01-06 13:12:38.984
524	1	\N	PAYMENT-1763469887715	Payment	2025-11-18	Payment voucher	1569.00	f	2025-11-18 12:44:19.880992	\N	2026-01-06 13:12:38.995
42	1	\N	PO-PO-14-1762165729689	Purchase	2025-10-16	Purchase Order PO-14 - Container TRHU7679124	33980.85	f	2025-11-03 10:28:49.690818	\N	2026-01-06 13:14:19.389
69	1	\N	PO-PO-36-1762335805981	Purchase	2025-08-21	Purchase Order PO-36 - Container MRKU2634100	39448.60	f	2025-11-05 09:43:25.982952	\N	2026-01-06 13:14:19.389
70	1	\N	PO-PO-36-1762335970590	Purchase	2025-08-22	Purchase Order PO-36 - Container MRSU3194755	38116.50	f	2025-11-05 09:46:10.591777	\N	2026-01-06 13:14:19.389
71	1	\N	PO-PO-36-1762336296998	Purchase	2025-08-21	Purchase Order PO-36 - Container MRSU3476764	30085.12	f	2025-11-05 09:51:37.000409	\N	2026-01-06 13:14:19.389
76	1	\N	PO-PO-35-1762336525487	Purchase	2025-08-07	Purchase Order PO-35 - Container TCKU6898984	29769.01	f	2025-11-05 09:55:25.489307	\N	2026-01-06 13:14:19.389
78	1	\N	PO-PO-36-1762336604787	Purchase	2025-08-13	Purchase Order PO-36 - Container TLLU4683690	37891.00	f	2025-11-05 09:56:44.789003	\N	2026-01-06 13:14:19.389
105	1	\N	PO-PO-36-1762349439306	Purchase	2025-09-17	Purchase Order PO-36 - Container TCNU4355513	30626.12	f	2025-11-05 13:30:39.306367	\N	\N
79	1	\N	PO-PO-36-1762336641198	Purchase	2025-08-22	Purchase Order PO-36 - Container SUDU6925624	36249.15	f	2025-11-05 09:57:21.199619	\N	2026-01-06 13:14:19.389
80	1	\N	PO-PO-36-1762336679904	Purchase	2025-08-19	Purchase Order PO-36 - Container SUDU8901236	40418.00	f	2025-11-05 09:57:59.905929	\N	2026-01-06 13:14:19.389
238	1	\N	TRANSFER-1762847943727	StockTransfer	2025-11-11	Stock transfer from Hadi#1 to Hadi#3	347.80	f	2025-11-11 07:58:37.742543	\N	2026-01-06 13:14:19.389
110	1	\N	PO-PO-36-1762349727482	Purchase	2025-09-20	Purchase Order PO-36 - Container MRSU4006359	31118.21	f	2025-11-05 13:35:27.48289	\N	\N
487	1	\N	PAYMENT-1763210345532	Payment	2025-11-15	Payment voucher	2776.00	f	2025-11-15 12:38:38.748447	\N	2026-01-06 13:14:19.389
590	1	\N	CONSUMPTION-1763627167899	Consumption	2025-11-20	Stock consumption at Hadi 4	534.48	f	2025-11-20 08:25:39.435205	\N	2026-01-06 13:14:19.389
593	1	\N	JOURNAL-1763631268839	Journal	2025-11-20	\N	15000.00	f	2025-11-20 09:34:28.840702	\N	2026-01-06 13:14:19.389
594	1	\N	PO-PO-2024-001-1763633386109	Purchase	2025-08-11	Purchase Order PO-2024-001 - Container MRSU6565823	37430.05	f	2025-11-20 10:09:46.120075	\N	2026-01-06 13:14:19.389
597	1	\N	DUTY-MRSU6565823-1763633804590	Payment	2025-11-20	Duties for container MRSU6565823	8500.00	f	2025-11-20 10:16:44.590777	\N	2026-01-06 13:14:19.389
598	1	\N	OFFICE-MRSU6565823-1763633804599	Payment	2025-11-20	Office charges for container MRSU6565823	2000.00	f	2025-11-20 10:16:44.59929	\N	2026-01-06 13:14:19.389
599	1	\N	TRANS-MRSU6565823-1763633804606	Payment	2025-11-20	Transport fees for container MRSU6565823	7400.00	f	2025-11-20 10:16:44.606745	\N	2026-01-06 13:14:19.389
768	1	\N	PAYMENT-1764176618012	Payment	2025-11-24	\N	40000.00	f	2025-11-26 17:03:38.013624	\N	2026-01-06 13:14:19.389
210	1	\N	RECEIPT-1762801902922	Receipt	2025-11-10	Receipt voucher	130000.00	f	2025-11-10 19:11:43.591236	\N	2026-01-07 08:31:43.483
211	1	\N	RECEIPT-1762801955811	Receipt	2025-11-10	Receipt voucher	80120.00	f	2025-11-10 19:12:36.58116	\N	2026-01-06 13:14:19.389
2316	9	\N	PO-PO-2024-002-1767778114983	Purchase	2026-01-07	Purchase Order PO-2024-002 - Container MRSU4777309 (Pending Offload)	16180.00	f	2026-01-07 09:28:34.983385	\N	\N
2317	1	\N	IC-PO-2024-002-1767778114991	Journal	2026-01-07	Inter-company credit: MALI - PO PO-2024-002	16180.00	f	2026-01-07 09:28:34.991449	\N	\N
2381	1	134	SALES-1767873224214	Sales	2026-01-03	POS Import - 48 items	15885.00	f	2026-01-08 11:53:44.213958	Hadi 1	\N
2440	10	\N	JOURNAL-1767941616210	Journal	2026-01-07	\N	12420.00	f	2026-01-09 06:53:36.210669	\N	\N
212	1	\N	PAYMENT-1762802570633	Payment	2025-11-10	Payment voucher	1712.00	f	2025-11-10 19:22:51.808572	\N	2026-01-06 13:14:19.389
2500	1	\N	PAYMENT-1767963401561	Payment	2026-01-09	 shamas \t\t$15,000\t\n savings  \t\t$5,000\t\n mhmd trns \t\t$4\t10000\n moto  \t\t$4\t10000\n camion \t\t$500\t\n geon \t\t$20\t\ndechargement\t\t$109\t255000\n elastic \t\t$1\t3000\n sila construcion \t\t$500\t\n fadel rajab \t\t$1,000\t\n	22138.00	f	2026-01-09 12:56:41.560938	\N	\N
2560	1	\N	PAYMENT-1768214044086	Payment	2026-01-01	prepaid rent $3500	3500.00	f	2026-01-12 10:34:04.086109	\N	\N
488	1	\N	PAYMENT-1763210468324	Payment	2025-11-15	Payment voucher	22.00	f	2025-11-15 12:40:41.422462	\N	2026-01-06 13:14:19.389
2310	8	\N	PAYMENT-1767723317203	Payment	2026-01-06	DGRK KIN #1(JANV+FEV+MARS 2026)\t$600.00\t\nDGRK KIN #2(JANV+FEV+MARS 2026)\t$600\t\nTRANSPORT VILLE\t$12\t 28,000 \nLOYER MAISON JANVIER 2026\t$2,500\t\n	27662.00	f	2026-01-06 18:15:17.203845	\N	\N
205	1	\N	PAYMENT-1762779662838	Payment	2025-11-10	Payment voucher	3495.00	f	2025-11-10 13:00:37.292102	\N	2026-01-06 13:12:53.269
2311	8	\N	RECEIPT-1767723333320	Receipt	2026-01-06	\N	6.00	f	2026-01-06 18:15:33.320672	\N	\N
113	1	\N	PO-PO-36-1762349800488	Purchase	2025-09-22	Purchase Order PO-36 - Container MRSU4720978	38546.55	f	2025-11-05 13:36:40.489037	\N	2026-01-06 13:14:19.389
114	1	\N	PO-PO-36-1762349825088	Purchase	2025-09-23	Purchase Order PO-36 - Container MRKU2530702	31613.15	f	2025-11-05 13:37:05.089201	\N	2026-01-06 13:14:19.389
2615	8	122	SALES-1768318395854	Sales	2026-01-13	POS Import - 50 items	10105.00	f	2026-01-13 15:33:15.854155	Kinshasa#2	\N
115	1	\N	PO-PO-36-1762349848194	Purchase	2025-09-25	Purchase Order PO-36 - Container MRKU3429380	42190.00	f	2025-11-05 13:37:28.194742	\N	2026-01-06 13:14:19.389
116	1	\N	PO-PO-36-1762349892182	Purchase	2025-09-26	Purchase Order PO-36 - Container CAAU4620441	34388.05	f	2025-11-05 13:38:12.182958	\N	2026-01-06 13:14:19.389
117	1	\N	PO-PO-36-1762349931196	Purchase	2025-09-26	Purchase Order PO-36 - Container MRKU3725756	37693.35	f	2025-11-05 13:38:51.19613	\N	2026-01-06 13:14:19.389
1296	1	\N	PO-PO-2024-001-1765183224195	Purchase	2025-12-08	Purchase Order PO-2024-001 - Container MRKU4817266	32232.09	f	2025-12-08 08:40:24.197735	\N	\N
1297	1	\N	CHARGE-MRKU4817266-FREIGHT-1765183225184	Purchase	2025-12-08	Freight - Container MRKU4817266	3722.00	f	2025-12-08 08:40:25.187249	\N	\N
1298	1	\N	CHARGE-MRKU4817266-DISCOUNT-1765183225191	Purchase	2025-12-08	Discount - Container MRKU4817266	600.00	f	2025-12-08 08:40:25.19369	\N	\N
1299	1	\N	CHARGE-MRKU4817266-DOCUMENT_CHARGES-1765183225197	Purchase	2025-12-08	Document Charges - Container MRKU4817266	100.00	f	2025-12-08 08:40:25.200136	\N	\N
118	1	\N	PO-PO-36-1762349959201	Purchase	2025-09-29	Purchase Order PO-36 - Container MRSU5363664	38315.70	f	2025-11-05 13:39:19.201299	\N	2026-01-06 13:14:19.389
119	1	\N	PO-PO-36-1762349981201	Purchase	2025-09-29	Purchase Order PO-36 - Container TRHU5017031	37320.50	f	2025-11-05 13:39:41.20173	\N	2026-01-06 13:14:19.389
489	1	\N	PAYMENT-1763211246828	Payment	2025-11-15	Payment voucher	6624.00	f	2025-11-15 12:53:40.68807	\N	2026-01-06 13:14:19.389
123	1	\N	PO-PO-36-1762351254187	Purchase	2025-09-06	Purchase Order PO-36 - Container MRKU4453312	38987.45	f	2025-11-05 14:00:54.187553	\N	2026-01-06 13:14:19.389
203	1	\N	PAYMENT-1762779442316	Payment	2025-11-10	Payment voucher	24738.00	f	2025-11-10 12:56:57.853724	\N	2026-01-06 13:14:19.389
191	1	\N	PO-PO90-1762769459907	Purchase	2025-11-10	Purchase Order PO90 - Container MSKU1512305	38593.50	f	2025-11-10 10:10:59.908084	\N	\N
265	1	\N	PAYMENT-1762869467843	Payment	2025-11-11	Payment voucher	2764.00	f	2025-11-11 13:57:22.317906	\N	2026-01-06 13:14:19.389
263	1	\N	RECEIPT-1762869213201	Receipt	2025-11-11	Receipt voucher	53000.00	f	2025-11-11 13:53:07.440271	\N	2026-01-07 08:31:43.593
2318	9	\N	PO-PO-2024-002-1767778190283	Purchase	2026-01-07	Purchase Order PO-2024-002 - Container MRSU3393628 (Pending Offload)	34548.54	f	2026-01-07 09:29:50.28346	\N	\N
2319	1	\N	IC-PO-2024-002-1767778190291	Journal	2026-01-07	Inter-company credit: MALI - PO PO-2024-002	34548.54	f	2026-01-07 09:29:50.29164	\N	\N
2441	1	\N	PAYMENT-1767941686565	Payment	2026-01-07	\N	12420.00	f	2026-01-09 06:54:46.565052	\N	\N
277	1	\N	TRANS-MRSU5961060-1762930072490	Payment	2025-11-12	Transport fees for container MRSU5961060	8410.00	f	2025-11-12 06:47:52.491572	\N	2026-01-06 13:14:19.389
1214	1	\N	PO-PO-2024-001-1764863681385	Purchase	2025-12-04	Purchase Order PO-2024-001 - Container MRKU2209518	38428.35	f	2025-12-04 15:54:41.383641	\N	\N
2501	1	137	SALES-1767963628828	Sales	2026-01-09	POS Import - 31 items	8835.00	f	2026-01-09 13:00:28.827389	Hadi 4	\N
2561	1	\N	PO-PO-2024-002-1768214451684	Purchase	2026-01-12	Purchase Order PO-2024-002 - Container MRSU5653489 (Pending Offload)	42082.70	f	2026-01-12 10:40:51.683959	\N	\N
2382	1	135	SALES-1767873278179	Sales	2026-01-03	POS Import - 58 items	17390.00	f	2026-01-08 11:54:38.179524	Hadi 2	\N
278	1	\N	JOURNAL-1762930441163	Journal	2025-11-12	Journal voucher	20000.00	f	2025-11-12 06:53:35.038334	\N	2026-01-06 13:14:19.389
1215	1	\N	CHARGE-MRKU2209518-FREIGHT-1764863682115	Purchase	2025-12-04	Freight - Container MRKU2209518	3597.00	f	2025-12-04 15:54:42.181121	\N	\N
272	1	\N	PO-PO90-1762929734791	Purchase	2025-11-12	Purchase Order PO90 - Container SUDU5946216 (Offloaded)	37458.60	f	2025-11-12 06:42:14.792827	\N	\N
2616	8	\N	PAYMENT-1768318702054	Payment	2026-01-13	\N	31851.30	f	2026-01-13 15:38:22.055219	\N	\N
227	1	\N	PAYMENT-1762805932821	Payment	2025-11-10	Payment voucher	20000.00	f	2025-11-10 20:18:53.270633	\N	2026-01-06 12:52:40.565
1216	1	\N	CHARGE-MRKU2209518-DOCUMENT_CHARGES-1764863682190	Purchase	2025-12-04	Document Charges - Container MRKU2209518	70.00	f	2025-12-04 15:54:42.189445	\N	\N
308	1	\N	JOURNAL-1762946890207	Journal	2025-11-12	Journal voucher	204000.00	f	2025-11-12 11:27:44.334388	\N	2026-01-06 13:14:19.389
1473	1	\N	PAYMENT-1765459695171	Payment	2025-12-11	\N	25000.00	f	2025-12-11 13:28:15.17199	\N	2026-01-06 13:02:55.616
228	1	\N	JOURNAL-1762805971620	Journal	2025-11-10	Journal voucher	3835.00	f	2025-11-10 20:19:32.041008	\N	2026-01-06 13:07:13.158
279	1	\N	JOURNAL-1762930586339	Journal	2025-11-12	Journal voucher	258.75	f	2025-11-12 06:56:00.310877	\N	2026-01-06 13:07:17.438
490	1	\N	PAYMENT-1763211284783	Payment	2025-11-15	Payment voucher	200.00	f	2025-11-15 12:54:17.730757	\N	2026-01-06 13:14:19.389
491	1	\N	PAYMENT-1763359382765	Payment	2025-11-17	Payment voucher	8000.00	f	2025-11-17 06:02:34.39389	\N	2026-01-06 13:14:19.389
604	1	\N	PAYMENT-1763636516003	Payment	2025-11-20	\N	760.00	f	2025-11-20 11:01:56.002949	\N	2026-01-06 13:12:39.085
504	1	\N	DUTY-SUDU6925624-1763459881400	Payment	2025-11-18	Duties for container SUDU6925624	8500.00	f	2025-11-18 09:58:01.401737	\N	2026-01-06 13:14:19.389
770	1	\N	TRANSFER-1764176936389	StockTransfer	2025-11-24	Stock transfer from Kolwezi 1 to Kolwezi 2	3359.94	f	2025-11-26 17:08:25.638295	\N	2026-01-06 13:14:19.389
303	1	\N	PO-PO90-1762944768404	Purchase	2025-11-12	Purchase Order PO90 - Container MRSU3645611	13710.00	f	2025-11-12 10:52:48.405457	\N	\N
218	1	\N	PAYMENT-1762803322479	Payment	2025-11-10	Payment voucher	7755.00	f	2025-11-10 19:35:23.054932	\N	2026-01-06 13:12:50.205
236	1	\N	JOURNAL-1762847319784	Journal	2025-11-11	Journal voucher	206000.00	f	2025-11-11 07:48:13.805315	\N	2026-01-06 13:14:19.389
239	1	\N	TRANSFER-1762847958709	StockTransfer	2025-11-11	Stock transfer from Hadi#1 to Hadi#4	347.80	f	2025-11-11 07:58:52.729518	\N	2026-01-06 13:14:19.389
242	1	\N	TRANSFER-1762850217052	StockTransfer	2025-11-11	Stock transfer from Kolwezi 1 to Kolwezi 2	802.34	f	2025-11-11 08:36:31.060546	\N	2026-01-06 13:14:19.389
247	1	\N	TRANSFER-1762858213493	StockTransfer	2025-11-11	Stock transfer from Hadi#3 to Hadi#2	748.35	f	2025-11-11 10:49:47.6176	\N	2026-01-06 13:14:19.389
260	1	\N	PAYMENT-1762867935287	Payment	2025-11-11	Payment voucher	30539.00	f	2025-11-11 13:31:49.765823	\N	2026-01-06 13:14:19.389
771	1	\N	TRANSFER-1764176955288	StockTransfer	2025-11-24	Stock transfer from Hadi 2 to Hadi 4	1264.40	f	2025-11-26 17:08:44.504148	\N	2026-01-06 13:14:19.389
772	1	\N	TRANSFER-1764176976497	StockTransfer	2025-11-24	Stock transfer from Hadi 2 to Hadi 1	3289.70	f	2025-11-26 17:09:05.700109	\N	2026-01-06 13:14:19.389
773	1	\N	TRANSFER-1764176999082	StockTransfer	2025-11-24	Stock transfer from Kolwezi 2 to Kolwezi 1	1972.72	f	2025-11-26 17:09:28.29457	\N	2026-01-06 13:14:19.389
774	1	\N	TRANSFER-1764177043163	StockTransfer	2025-11-24	Stock transfer from Hadi 3 to Hadi 2	872.60	f	2025-11-26 17:10:12.483164	\N	2026-01-06 13:14:19.389
2212	1	\N	IC-PO-2024-001-1767550256207	Journal	2026-01-04	Inter-company credit: Beira - PO PO-2024-001	36297.06	f	2026-01-04 18:10:56.20749	\N	\N
323	1	\N	PAYMENT-1762949663987	Payment	2025-11-12	Payment voucher	50000.00	f	2025-11-12 12:13:58.032296	\N	2026-01-07 08:31:43.688
322	1	\N	RECEIPT-1762949654076	Receipt	2025-11-12	Receipt voucher	29000.00	f	2025-11-12 12:13:48.18477	\N	2026-01-07 08:31:43.789
795	1	\N	PAYMENT-1764223717476	Payment	2025-11-26	\N	50000.00	f	2025-11-27 06:08:37.47833	\N	2026-01-07 08:31:44.483
2320	9	\N	PO-PO-2024-002-1767778273392	Purchase	2026-01-07	Purchase Order PO-2024-002 - Container TCLU5920524 (Pending Offload)	36658.04	f	2026-01-07 09:31:13.39244	\N	\N
2321	1	\N	IC-PO-2024-002-1767778273398	Journal	2026-01-07	Inter-company credit: MALI - PO PO-2024-002	36658.04	f	2026-01-07 09:31:13.398825	\N	\N
325	1	\N	PAYMENT-1762949988411	Payment	2025-11-12	Payment voucher	3225.00	f	2025-11-12 12:19:22.792111	\N	2026-01-06 13:12:38.845
794	1	\N	PAYMENT-1764223624530	Payment	2025-11-26	\N	10000.00	f	2025-11-27 06:07:04.531935	\N	2026-01-07 09:34:26.085
318	1	\N	TRANSFER-1762948203141	StockTransfer	2025-11-11	Stock transfer from Kolwezi 1 to Kolwezi 2	409.50	f	2025-11-12 11:49:37.368035	\N	2026-01-06 13:14:19.389
2383	1	136	SALES-1767873330810	Sales	2026-01-03	POS Import - 11 items	1830.00	f	2026-01-08 11:55:30.810013	Hadi 3	\N
2442	1	\N	DUTY-MRSU4796079-1767941776794	Payment	2026-01-07	Duties for container MRSU4796079	8500.00	f	2026-01-09 06:56:16.794495	\N	\N
2443	1	\N	OFFICE-MRSU4796079-1767941776798	Payment	2026-01-07	Office charges for container MRSU4796079	3000.00	f	2026-01-09 06:56:16.798475	\N	\N
2444	1	\N	TRANS-MRSU4796079-1767941776804	Payment	2026-01-07	Transport fees for container MRSU4796079	8200.00	f	2026-01-09 06:56:16.804782	\N	\N
