4	7	\N	2026-01-05 00:44:00.402207	2026-01-05 00:44:00.991645	\N	\N	\N	\N	348	0.00
3	8	\N	2026-01-04 22:55:13.902483	2026-01-05 15:55:09.081127	\N	\N	\N	\N	357	3.13
5	9	\N	2026-01-07 09:26:34.307248	2026-01-07 09:26:34.307248	\N	\N	\N	\N	383	0.00
6	10	\N	2026-01-08 09:03:18.389424	2026-01-08 09:03:18.389424	\N	\N	\N	\N	393	0.00
\.


