331	105	5397	1.000	277.54	277.54
332	105	5409	3.000	377.54	1132.62
333	105	5368	5.000	77.54	387.70
334	105	5371	2.000	105.54	211.08
335	105	5372	2.000	187.54	375.08
336	105	5373	3.000	172.74	518.22
337	105	5381	5.000	82.74	413.70
338	105	5382	5.000	87.54	437.70
339	105	5378	16.000	247.54	3960.65
340	105	5384	2.000	147.54	295.08
341	105	5385	1.000	137.54	137.54
342	105	5389	1.000	167.54	167.54
343	105	5398	2.000	63.54	127.08
344	105	5399	3.000	100.04	300.12
345	105	5402	1.000	77.54	77.54
346	105	5404	2.000	157.54	315.08
347	105	5406	10.000	157.54	1575.41
348	105	5407	18.000	159.54	2871.73
349	105	5410	1.000	177.54	177.54
350	105	5411	6.000	77.54	465.24
351	105	5412	2.000	147.54	295.08
352	105	5422	5.000	117.54	587.70
353	105	5405	3.000	167.54	502.62
354	105	5413	5.000	157.54	787.70
355	105	5414	1.000	92.34	92.34
356	105	5419	6.000	107.54	645.24
357	105	5420	2.000	100.04	200.08
358	105	5421	2.000	82.74	165.48
359	105	5425	5.000	87.54	437.70
360	105	5430	1.000	149.54	149.54
361	105	5449	3.000	149.54	448.62
362	105	5433	3.000	237.54	712.62
363	105	5451	2.000	127.54	255.08
364	105	5437	4.000	172.54	690.16
365	105	5427	1.000	163.54	163.54
366	105	5429	2.000	77.54	155.08
367	105	5446	5.000	142.54	712.70
368	105	5453	1.000	57.54	57.54
369	105	5454	2.000	137.54	275.08
370	105	5458	2.000	167.54	335.08
371	105	5459	1.000	117.54	117.54
372	105	5460	1.000	137.54	137.54
373	105	5462	3.000	179.54	538.62
374	105	5464	9.000	127.54	1147.87
375	105	5465	1.000	52.54	52.54
376	105	5468	1.000	102.54	102.54
377	105	5470	2.000	97.54	195.08
378	105	5472	1.000	97.54	97.54
379	105	5369	6.000	82.74	496.44
380	105	5374	12.000	87.54	1050.49
381	105	5383	10.000	97.54	975.41
382	105	5386	30.000	157.54	4726.22
383	105	5388	20.000	52.54	1050.81
384	105	5391	25.000	82.54	2063.52
385	105	5393	5.000	72.54	362.70
386	105	5400	4.000	82.74	330.96
387	105	5408	15.000	105.54	1583.11
388	105	5416	15.000	77.54	1163.11
389	105	5418	6.000	67.54	405.24
390	105	5424	2.000	91.54	183.08
391	105	5426	10.000	97.54	975.41
392	105	5431	4.000	92.34	369.36
393	105	5450	3.000	92.34	277.02
394	105	5434	7.000	112.54	787.78
395	105	5438	15.000	109.54	1643.11
396	105	5452	5.000	82.74	413.70
397	105	5440	1.000	62.54	62.54
398	105	5441	1.000	82.34	82.34
399	105	5443	5.000	82.54	412.70
400	105	5444	24.000	82.74	1985.78
401	105	5447	50.000	87.54	4377.03
402	105	5456	8.000	87.54	700.33
403	105	5461	8.000	92.54	740.33
404	105	5466	6.000	92.34	554.04
405	105	5471	4.000	77.54	310.16
406	105	5473	4.000	77.54	310.16
407	105	5379	20.000	82.74	1654.81
408	105	5390	2.000	55.54	111.08
409	105	5423	24.000	58.54	1404.98
410	105	5439	6.000	72.54	435.24
411	105	5428	2.000	55.54	111.08
412	105	5432	5.000	87.54	437.70
413	105	5435	5.000	82.74	413.70
414	105	5445	7.000	60.04	420.28
415	105	5448	50.000	62.54	3127.03
416	105	5463	1.000	62.54	62.54
417	105	5380	60.000	52.54	3152.44
418	106	5662	7.000	377.77	2644.36
419	106	5621	2.000	72.77	145.53
420	106	5623	3.000	117.97	353.90
421	106	5624	2.000	94.02	188.03
422	106	5626	2.000	105.77	211.53
423	106	5627	3.000	187.77	563.30
424	106	5628	3.000	152.77	458.30
425	106	5629	2.000	172.97	345.93
426	106	5634	1.000	177.77	177.77
427	106	5640	2.000	77.97	155.93
428	106	5635	15.000	237.77	3566.48
429	106	5649	2.000	102.77	205.53
430	106	5650	4.000	77.77	311.06
431	106	5653	25.000	152.77	3819.14
432	106	5655	2.000	87.77	175.53
433	106	5656	2.000	157.77	315.53
434	106	5658	10.000	112.77	1127.65
435	106	5660	15.000	159.77	2396.48
436	106	5665	1.000	72.77	72.77
437	106	5666	2.000	142.77	285.53
438	106	5667	8.000	127.77	1022.12
439	106	5670	2.000	162.77	325.53
440	106	5657	6.000	167.77	1006.59
441	106	5671	6.000	157.77	946.59
442	106	5675	1.000	92.77	92.77
443	106	5677	1.000	102.77	102.77
444	106	5678	2.000	77.97	155.93
445	106	5707	3.000	149.77	449.30
446	106	5686	3.000	237.77	713.30
447	106	5691	1.000	217.77	217.77
448	106	5695	1.000	163.77	163.77
449	106	5704	1.000	137.77	137.77
450	106	5712	5.000	132.77	663.83
451	106	5713	2.000	137.77	275.53
452	106	5718	3.000	162.77	488.30
453	106	5719	2.000	72.77	145.53
454	106	5721	6.000	112.77	676.59
455	106	5723	2.000	179.77	359.53
456	106	5725	3.000	97.77	293.30
457	106	5732	3.000	87.77	263.30
458	106	5733	6.000	82.77	496.59
459	106	5622	6.000	77.97	467.79
460	106	5630	9.000	87.77	789.89
461	106	5633	2.000	117.77	235.53
462	106	5642	2.000	82.77	165.53
463	106	5636	20.000	147.77	2955.31
464	106	6075	5.000	52.77	263.83
465	106	5647	115.000	67.77	7793.03
466	106	5654	25.000	62.77	1569.14
467	106	5661	14.000	100.77	1410.72
468	106	5663	1.000	52.77	52.77
469	106	5668	13.000	57.77	750.95
470	106	5673	18.000	72.77	1309.78
471	106	5676	4.000	62.77	251.06
472	106	5684	5.000	97.77	488.83
473	106	5698	6.000	92.57	555.39
474	106	5708	6.000	92.57	555.39
475	106	5687	6.000	112.77	676.59
476	106	5692	9.000	109.77	987.89
477	106	5711	3.000	77.97	233.90
478	106	5702	16.000	77.97	1247.45
479	106	5705	21.000	87.77	1843.08
480	106	5716	9.000	87.77	789.89
481	106	5720	4.000	52.77	211.06
482	106	5714	10.000	92.77	927.65
483	106	5726	4.000	87.77	351.06
484	106	5729	5.000	82.77	413.83
485	106	5730	1.000	72.77	72.77
486	106	5637	20.000	77.77	1555.31
487	106	5680	25.000	58.77	1469.14
488	106	5688	4.000	82.97	331.86
489	106	5703	15.000	57.77	866.48
490	106	5706	25.000	62.77	1569.14
491	106	5643	1.000	57.77	57.77
492	106	5693	13.000	72.77	945.95
493	106	5709	6.000	61.77	370.59
494	106	5715	5.000	72.77	363.83
495	106	5638	21.000	52.77	1108.08
496	107	5409	1.000	376.81	376.81
497	107	5436	1.000	199.31	199.31
498	107	5367	1.000	66.81	66.81
499	107	5368	5.000	76.81	384.03
500	107	5370	1.000	93.06	93.06
501	107	5371	2.000	104.81	209.61
502	107	5372	2.000	186.81	373.61
503	107	5373	2.000	172.01	344.01
504	107	5377	1.000	176.81	176.81
505	107	5381	2.000	82.01	164.01
506	107	5382	2.000	86.81	173.61
507	107	5378	18.000	246.81	4442.52
508	107	5384	1.000	146.81	146.81
509	107	5385	1.000	136.81	136.81
510	107	5387	1.000	76.81	76.81
511	107	5389	2.000	166.81	333.61
512	107	5392	1.000	118.06	118.06
513	107	5398	2.000	62.81	125.61
514	107	5399	3.000	99.31	297.92
515	107	5402	1.000	76.81	76.81
516	107	5406	4.000	156.81	627.23
517	107	5407	21.000	158.81	3334.94
518	107	5410	1.000	176.81	176.81
519	107	5411	2.000	76.81	153.61
520	107	5412	2.000	146.81	293.61
521	107	5422	7.000	116.81	817.65
522	107	5405	3.000	166.81	500.42
523	107	5413	5.000	156.81	784.03
524	107	5414	1.000	91.61	91.61
525	107	5419	6.000	106.81	640.84
526	107	5420	1.000	99.31	99.31
527	107	5421	2.000	82.01	164.01
528	107	5425	3.000	86.81	260.42
529	107	5430	1.000	148.81	148.81
530	107	5449	4.000	148.81	595.23
531	107	5433	3.000	236.81	710.42
532	107	5437	4.000	171.81	687.23
533	107	5429	2.000	76.81	153.61
534	107	5446	5.000	141.81	709.03
535	107	5453	1.000	56.81	56.81
536	107	5454	2.000	136.81	273.61
537	107	5458	2.000	166.81	333.61
538	107	5460	1.000	136.81	136.81
539	107	5462	2.000	178.81	357.61
540	107	5464	12.000	126.81	1521.68
541	107	5465	1.000	51.81	51.81
542	107	5467	1.000	146.81	146.81
543	107	5468	1.000	101.81	101.81
544	107	5469	1.000	124.31	124.31
545	107	5470	1.000	96.81	96.81
546	107	5369	6.000	82.01	492.04
547	107	5374	12.000	86.81	1041.68
548	107	5383	9.000	96.81	871.26
549	107	5386	30.000	156.81	4704.20
550	107	5388	20.000	51.81	1036.14
