8	7	113	64	Main Location	SH	130.000	8220.08	15	feb47577-5517-4789-8ef0-d4319c3de6e7	2026-01-04 21:44:22.487732	\N	\N	Archived from Location Inventory page
16	10	131	76	Hadi 1	GC	4023.000	292737.06	43	feb47577-5517-4789-8ef0-d4319c3de6e7	2026-01-09 13:49:09.48897	\N	\N	Archived from Location Inventory page
17	10	133	76	Kolwezi	GC	66.000	3490.14	2	feb47577-5517-4789-8ef0-d4319c3de6e7	2026-01-09 13:50:46.576463	\N	\N	Archived from Location Inventory page
\.


